POI_INDEX,TOTAL_REVIEWS,RANKING,AVERAGE_RATING,RATING_5_COUNT,RATING_4_COUNT,RATING_3_COUNT,RATING_2_COUNT,RATING_1_COUNT,ABOUT,ADDRESS,ATTRIBUTES_CRAWLED_TIME
1,58584,3,4.652174655195958,42001,13537,2477,390,179,"An integral part of Singapore's ""City in a Garden"" vision, Gardens by the Bay spans a total of 101 hectares of prime land at the heart of Singapore's new downtown - Marina Bay. Comprising three waterfront gardens - Bay South, Bay East and Bay Central - Gardens by the Bay will be a showcase of horticulture and garden artistry that will bring the world of plants to Singapore and present Singapore to the World.","18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",2020-01-21 22:15:23.975909
