REVIEWER_URL,REVIEWER_NAME,RAW_HOME_LOCATION,CLEANED_HOME_LOCATION,NUMBER_OF_CONTRIBUTIONS,HELPFUL_VOTES,REVIEWER_UPDATED_TIME
https://www.tripadvisor.com.sg/Profile/Sophien101,Sophien101,"
Chandler’s Ford, United Kingdom",,69,16,2020-01-25 21:03:21.629968
https://www.tripadvisor.com.sg/Profile/NorthStarTia,NorthStarTia,,,5,,2020-01-25 21:03:21.821927
https://www.tripadvisor.com.sg/Profile/landyeng8,landyeng8,"
Singapore, Singapore",,256,86,2020-01-25 21:03:21.995922
https://www.tripadvisor.com.sg/Profile/Taipei921,Taipei921,"
Singapore",,119,66,2020-01-25 21:03:22.185167
https://www.tripadvisor.com.sg/Profile/AnNee-Chan,AnNee-Chan,"
Johor Bahru, Malaysia",,2,,2020-01-25 21:03:22.337931
https://www.tripadvisor.com.sg/Profile/deborah_schramm,deborah_schramm,"
Bunbury, Australia",,26,10,2020-01-25 21:03:22.511963
https://www.tripadvisor.com.sg/Profile/13peejay,13peejay,"
Singapore, Singapore",,21,3,2020-01-25 21:03:22.690161
https://www.tripadvisor.com.sg/Profile/div106,div106,"
New Delhi, India",,363,123,2020-01-25 21:03:22.873664
https://www.tripadvisor.com.sg/Profile/AakilaAyman,AakilaAyman,"
Singapore, Singapore",,143,218,2020-01-25 21:03:23.062583
https://www.tripadvisor.com.sg/Profile/paul1575,paul1575,"
Bangkok, Thailand",,46,8,2020-01-25 21:03:23.245935
https://www.tripadvisor.com.sg/Profile/Mandy B,Mandy B,"
Melbourne, Australia",,139,59,2020-01-25 21:03:29.710333
https://www.tripadvisor.com.sg/Profile/SOHO-TransitLounge,SOHO-TransitLounge,"
Kuala Terengganu, Malaysia",,15,4,2020-01-25 21:03:29.886802
https://www.tripadvisor.com.sg/Profile/Kristy W,Kristy W,"
Singapore, Singapore",,9,,2020-01-25 21:03:30.061895
https://www.tripadvisor.com.sg/Profile/tripleA1232015,tripleA1232015,"
Singapore, Singapore",,17,5,2020-01-25 21:03:30.231012
https://www.tripadvisor.com.sg/Profile/dmonchaud,dmonchaud,,,56,7,2020-01-25 21:03:30.410315
https://www.tripadvisor.com.sg/Profile/e4rly23,e4rly23,"
balikpapan",,87,13,2020-01-25 21:03:30.590369
https://www.tripadvisor.com.sg/Profile/aarontham,aarontham,"
Petaling Jaya, Malaysia",,154,27,2020-01-25 21:03:30.778579
https://www.tripadvisor.com.sg/Profile/docsmita,docsmita,"
New Delhi, India",,14,4,2020-01-25 21:03:30.968330
https://www.tripadvisor.com.sg/Profile/Nkocak,Nkocak,"
Singapore, Singapore",,125,43,2020-01-25 21:03:31.139115
https://www.tripadvisor.com.sg/Profile/Onceawaitress,Onceawaitress,"
Haywards Heath, United Kingdom",,284,124,2020-01-25 21:03:31.313029
https://www.tripadvisor.com.sg/Profile/vipi0017,vipi0017,"
New Delhi, National Capital Territory of Delhi, India",,628,117,2020-01-25 21:03:37.853937
https://www.tripadvisor.com.sg/Profile/andrianik23,andrianik23,,,2,1,2020-01-25 21:03:38.023742
https://www.tripadvisor.com.sg/Profile/RowdyMonster,RowdyMonster,,,71,51,2020-01-25 21:03:38.209873
https://www.tripadvisor.com.sg/Profile/EdFrankT,EdFrankT,"
Singapore",,4,1,2020-01-25 21:03:38.381470
https://www.tripadvisor.com.sg/Profile/SamC1117,SamC1117,"
Sydney, Australia",,59,10,2020-01-25 21:03:38.555336
https://www.tripadvisor.com.sg/Profile/AdrianBerni,AdrianBerni,,,56,40,2020-01-25 21:03:38.744013
https://www.tripadvisor.com.sg/Profile/KabraRamesh,KabraRamesh,"
Nashik, India",,201,164,2020-01-25 21:03:38.929427
https://www.tripadvisor.com.sg/Profile/rearcardoor,rearcardoor,"
Northampton, United Kingdom",,318,233,2020-01-25 21:03:39.107430
https://www.tripadvisor.com.sg/Profile/carolina_lukito,carolina_lukito,"
Jakarta, Indonesia",,123,23,2020-01-25 21:03:39.286193
https://www.tripadvisor.com.sg/Profile/tal03,tal03,"
Manila, Philippines",,34,15,2020-01-25 21:03:39.457875
https://www.tripadvisor.com.sg/Profile/i_M_claire920,i_M_claire920,"
Bangkok, Thailand",,13,2,2020-01-25 21:03:46.004582
https://www.tripadvisor.com.sg/Profile/Danaiya T,Danaiya T,"
Thailand",,227,45,2020-01-25 21:03:46.178129
https://www.tripadvisor.com.sg/Profile/armayg,armayg,"
Singapore, Singapore",,112,56,2020-01-25 21:03:46.356558
https://www.tripadvisor.com.sg/Profile/Wenox,Wenox,,,23,7,2020-01-25 21:03:46.539540
https://www.tripadvisor.com.sg/Profile/bonnet2,bonnet2,"
Singapore, Singapore",,35,26,2020-01-25 21:03:46.705279
https://www.tripadvisor.com.sg/Profile/Paul M,Paul M,,,66,19,2020-01-25 21:03:46.889101
https://www.tripadvisor.com.sg/Profile/Gazal P,Gazal P,"
Singapore, Singapore",,428,169,2020-01-25 21:03:47.063159
https://www.tripadvisor.com.sg/Profile/Timmy_Tjondro,Timmy_Tjondro,"
Surabaya, Indonesia",,219,73,2020-01-25 21:03:47.237905
https://www.tripadvisor.com.sg/Profile/PaulZac,PaulZac,"
Adelaide, Australia",,140,40,2020-01-25 21:03:47.435257
https://www.tripadvisor.com.sg/Profile/Ahmad T,Ahmad T,,,15,1,2020-01-25 21:03:47.604153
https://www.tripadvisor.com.sg/Profile/keltzar,keltzar,"
singapore",,345,139,2020-01-25 21:03:54.096217
https://www.tripadvisor.com.sg/Profile/Trisha F,Trisha F,,,2,,2020-01-25 21:03:54.266369
https://www.tripadvisor.com.sg/Profile/Wander20,Wander20,"
Bangkok, Thailand",,11,,2020-01-25 21:03:54.423609
