REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,4,200,//www.qyer.com/u/7963243,4,2017-01-24,海滨的二战英烈纪念碑。,2020-02-03 13:55:44.999484
,4,200,//www.qyer.com/u/1862743,4,2016-04-26,这里也是新加坡国家古迹，为纪念抗日烈士林谋盛的牺牲而设立的。,2020-02-03 13:55:45.004229
