https://www.tripadvisor.com.sg/Profile/drtbhat,drtbhat,"
Pune, India",,24,12,2020-01-28 15:09:37.655256
https://www.tripadvisor.com.sg/Profile/medlowg,medlowg,"
Broken Hill, Australia",,13,1,2020-01-28 15:09:37.910982
https://www.tripadvisor.com.sg/Profile/934marnii,934marnii,"
Newcastle, Australia",,67,25,2020-01-28 15:09:38.210332
https://www.tripadvisor.com.sg/Profile/cocosmoke,cocosmoke,"
se qld",,26,16,2020-01-28 15:09:38.463003
https://www.tripadvisor.com.sg/Profile/sgreaves36,sgreaves36,"
Sydney, Australia",,16,5,2020-01-28 15:09:38.715835
https://www.tripadvisor.com.sg/Profile/RichoHICC,RichoHICC,"
Perth, Australia",,6,1,2020-01-28 15:09:39.003989
https://www.tripadvisor.com.sg/Profile/jjc978,jjc978,"
England",,168,63,2020-01-28 15:09:39.273228
https://www.tripadvisor.com.sg/Profile/angadsss,angadsss,,,11,,2020-01-28 15:09:39.518464
https://www.tripadvisor.com.sg/Profile/brothermattos,brothermattos,"
Brisbane, Australia",,103,21,2020-01-28 15:09:39.774772
https://www.tripadvisor.com.sg/Profile/chwaa1,chwaa1,"
Sydney",,1,1,2020-01-28 15:09:40.030999
https://www.tripadvisor.com.sg/Profile/JetSet79,JetSet79,"
New Delhi, India",,25,14,2020-01-28 15:09:45.770371
https://www.tripadvisor.com.sg/Profile/jeffmK1013ZR,jeffmK1013ZR,"
Melbourne, Australia",,1,2,2020-01-28 15:09:46.062098
https://www.tripadvisor.com.sg/Profile/hkienlim,hkienlim,,,2,5,2020-01-28 15:09:46.332784
https://www.tripadvisor.com.sg/Profile/JessicaG6273,JessicaG6273,,,32,15,2020-01-28 15:09:46.581193
https://www.tripadvisor.com.sg/Profile/kitytan,kitytan,"
Kuala Lumpur, Malaysia",,79,19,2020-01-28 15:09:46.876558
https://www.tripadvisor.com.sg/Profile/221nadian,221nadian,"
Bangkok, Thailand",,14,7,2020-01-28 15:09:47.125062
https://www.tripadvisor.com.sg/Profile/Curiosity786751,Curiosity786751,,,6,4,2020-01-28 15:09:47.375277
