REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,2,206,co****ean,5.0,2019-05-07,Not Available,舢舨船在金沙购物中心里是很特别的一景，类似澳门威尼斯人里的贡多拉，很有异国风情和特色，坐船和在岸上观赏都是一道独特的风景！,2020-02-16 17:47:02.228672
,2,206,M515shunyi1618,5.0,2019-06-25,Not Available,舢舨船体验在在滨海湾金沙购物商城的里面，乘船在商城里面游览也是一个非常特别的体验。,2020-02-16 17:47:02.233833
