REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,4,196,['//www.qyer.com/u/3855721'],[4],"[datetime.datetime(2017, 2, 8, 0, 0)]",['绿地覆盖面积惊人的新加坡这种地方真的都不算什么了，碰巧就在酒店步行三分钟的地方，公车站叫HONG LIM PARK. 搭过多路公交在此下车回酒店却从没想过拍一张照片留念。哈哈，残念。'],2020-01-28 14:24:46.898690
