POI_INDEX,TOTAL_REVIEWS,RANKING,AVERAGE_RATING,RATING_5_COUNT,RATING_4_COUNT,RATING_3_COUNT,RATING_2_COUNT,RATING_1_COUNT,ABOUT,ADDRESS,ATTRIBUTES_CRAWLED_TIME
1,58497,3,4.652033437612185,41936,13515,2477,390,179,"An integral part of Singapore's ""City in a Garden"" vision, Gardens by the Bay spans a total of 101 hectares of prime land at the heart of Singapore's new downtown - Marina Bay. Comprising three waterfront gardens - Bay South, Bay East and Bay Central - Gardens by the Bay will be a showcase of horticulture and garden artistry that will bring the world of plants to Singapore and present Singapore to the World.","18 Marina Gardens Drive, Bayfront Plaza, Singapore 018953, Singapore",2020-01-16 11:45:59.926357
2,16695,9,4.357472297094938,9403,4793,1809,444,246,Observation Deck Soar 57 levels above the heart of the city as you capture the moment of a lifetime at the stunning Sands Skypark public observation deck.,"10 Bayfront Avenue, Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",2020-01-16 11:46:15.544829
