POI_INDEX,ENG_NAME,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
1221,WineConnection,0,1221,,"#01-19/20RobertsonWalk,11UnitySt,RobertsonWalk,Singapore237995",,2020-02-12 15:15:09.365681
1222,NationalJuniorCollege,0,1222,,"37HillcrestRoad,Singapore",,2020-02-12 15:15:33.454003
1223,RainingBar,0,1223,,"27CircularRoad,Singapore",,2020-02-12 15:15:53.348497
1224,MAGICCARPETLOUNGE,0,1224,,"72ABussorahStreet,Singapore",,2020-02-12 15:16:13.687817
1225,RafflesHall,0,1225,,"NUSRafflesHall,Singapore",,2020-02-12 15:16:39.487483
1226,RexCinemas,0,1226,,"2MackenzieRoad,Singapore,Singapore",,2020-02-12 15:17:03.001038
1227,FinancialDistrict,0,1227,,"ShentonWay-RafflesPlace,Singapore048624Singapore",,2020-02-12 15:17:32.524043
1228,AlAminMosque,0,1228,,"50TelokBlangahWay,Singapore",,2020-02-12 15:18:06.819511
1229,LifeGlowAsia,0,1229,,"#13-27,ParkMall,9PenangRoad(Orchard/RiverValley)",,2020-02-12 15:18:52.859513
1230,SushiBee,0,1230,,"Stall12,VHotelLavender,70JellicoeRoad(JalanBesar/Lavender)",,2020-02-12 15:19:22.801551
1231,BlkBedokNorthSt,0,1231,,204BedokNorthSt1#01-403/405Singapore460204Singapore,,2020-02-12 15:20:02.007980
1232,TTSHHeritageMuseum,0,1232,,11JalanTanTockSengSingapore308433SingaporeNovena,,2020-02-12 15:20:33.575099
1233,AlkaffBridge,0,1233,,RobertsonQuaySingaporeSingaporeRobertsonQuay,,2020-02-12 15:21:03.780217
1234,WeeKimWeeSchoolofCommunicationandInformation,0,1234,,"31NanyangLink,WeeKimWeeSchoolofCommunicationandInformation,Singapore637718",,2020-02-12 15:21:28.064254
1235,ChesedElSynagogue,0,1235,,"2OxleyRiseChesed-ElSynagogue,Singapore238693,Singapore",,2020-02-12 15:21:57.763290
1236,OMedicalClinic,0,1236,,"112EastCoastRd,#03-45,Singapore428802,Singapore",,2020-02-12 15:22:23.384197
1237,CutisMedicalLaserClinics,0,1237,,"9ScottsRd,#08-07,PacificPlaza,ScottsMedicalCenter,Singapore228210,Singapore",,2020-02-12 15:22:56.076346
1238,OrchardClinic,0,1238,,"302OrchardRd#06-03,TongBuildingSingapore238862SingaporeOrchard",,2020-02-12 15:23:43.632414
1239,DiveshopSG,0,1239,,LandmarkVillageHotel#01-24390VictoriaStreetSingapore188061SingaporeArabStreet,,2020-02-12 15:24:23.603459
1240,,0,1240,,"1ChineseGardenRoad,Singapore619795,Singapore",,2020-02-12 15:25:16.250113
1241,ShiDeFu,0,1241,,"#01-2835,GeylangBahruMarketandFoodCentre,Blk69GeylangBahru(Bendemeer/Kallang/BoonKeng)",,2020-02-12 15:25:51.306900
1242,LauYangFruitJuice,0,1242,,"#01-34,NewtonCircusFoodCentre,500ClemenceauAvenueNorth(ScottsRoad/Newton)",,2020-02-12 15:26:17.670007
1243,SoonHuatEconomicRice,0,1243,,"#02-04,BukitMerahCentralFoodCentre,Blk163BukitMerahCentral(BukitMerah/Redhill/Alexandra)",,2020-02-12 15:26:45.369630
1244,,0,1244,,"PulauUbin,Singapore000701",,2020-02-12 15:27:24.477549
1245,TaiFengShiJieBraisedDuckKwayChapNoodle,0,1245,,"#01-01,TelokBlangahDriveFoodCentre,Blk79TelokBlangahDrive(TelokBlangah/Depot)",,2020-02-12 15:27:48.498905
1246,HupHua,0,1246,,"#01-120,BoonLayPlaceFoodVillage,221BBoonLayPlace(JurongWest/BoonLay)",,2020-02-12 15:28:12.225697
1247,NeeSoonFishHeadMeeHoon,0,1247,,"#01-154,ChongPangFoodCentre,Blk105YishunRingRoad(Yishun)",,2020-02-12 15:28:32.019847
1248,XiangWangBao,0,1248,,"#01-15A,Blk538BedokNorthMarketandFoodCentre,Blk538BedokNorthStreet3(Bedok/ChaiChee/UpperChangi)",,2020-02-12 15:28:54.269729
1249,ShiDaiPrawnNoodles,0,1249,,"#01-18,UpperBoonKengMarketandFoodCentre,Blk17UpperBoonKengRoad(Geylang/Stadium/OldAirport)",,2020-02-12 15:29:16.596916
1250,SR,0,1250,,"#01-272,TekkaCentre,665BuffaloRoad(LittleIndia)",,2020-02-12 15:29:43.973635
1251,Stall,0,1251,,"#01-28,EunosCrescentMarketandFoodCentre,Blk4AEunosCrescent(Eunos/Ubi)",,2020-02-12 15:30:06.723037
1252,ShiDeFu,0,1252,,"#01-2835,GeylangBahruMarketandFoodCentre,Blk69GeylangBahru(Bendemeer/Kallang/BoonKeng)",,2020-02-12 15:30:30.489268
1253,LauYangFruitJuice,0,1253,,"#01-34,NewtonCircusFoodCentre,500ClemenceauAvenueNorth(ScottsRoad/Newton)",,2020-02-12 15:30:55.050343
1254,XiangRongNiangTouFu,0,1254,,"#01-36,AlexandraVillageFoodCentre,120BukitMerahLane1(BukitMerah/Redhill/Alexandra)",,2020-02-12 15:31:22.857392
1255,SugarcaneJuice,0,1255,,"#01-41,BedokInterchangeFoodcentre,207NewUpperChangiRoad(Bedok/ChaiChee/UpperChangi)",,2020-02-12 15:31:54.096049
1256,TongKeeRoastedChickenRice,0,1256,,"#01-508,QueenstownFoodCentre,Blk40ACommonwealthAve(Commonwealth/Queenstown)",,2020-02-12 15:32:19.161297
1257,SoonHuatEconomicRice,0,1257,,"#02-04,BukitMerahCentralFoodCentre,Blk163BukitMerahCentral(BukitMerah/Redhill/Alexandra)",,2020-02-12 15:32:43.738678
1258,TsuenWanPavilion,0,1258,,91KeongSaikRoad(Cantonment/TanjongPagar/Chinatown),,2020-02-12 15:33:06.843135
1259,AmoreFitnessBoutiqueSpa,0,1259,,"63JurongWestCentral3JurongPoint|#03-17JurongPointShoppingMall,Singapore648331,Singapore",,2020-02-12 15:33:31.667493
1260,SaintGeorgesChurch,0,1260,,"44MindenRoadSt.George'sChurchSingapore248816,Singapore248816,Singapore",,2020-02-12 15:34:02.953836
1261,CovenantVisionCentre,0,1261,,154TyrwhittRoad,,2020-02-12 15:34:39.747554
1262,ArchbishopsHouse,0,1262,,30VictoriaStreet,,2020-02-12 15:35:04.799239
1263,theRidges,0,1263,,mtFaberSingaporeSingapore,,2020-02-12 15:35:28.611683
1264,LoversBridge,0,1264,,"50TanjongRhuPl,Singapore436621,Singapore",,2020-02-12 15:36:03.795690
1265,StatueofSirStamfordRaffles,0,1265,,1HighStSingapore598782SingaporeCityHall,,2020-02-12 15:36:31.049002
1266,JuniorsSailingClub,0,1266,,"1500EastCoastParkway,Singapore468963Singapore",,2020-02-12 15:37:08.824512
1267,Wegocom,0,1267,,"230VictoriaStreet,#04-01BugisJunctionTowers,Singapore188024",,2020-02-12 15:37:35.994940
1268,Filmgarde,0,1268,,"201VictoriaSt,Singapore188067",,2020-02-12 15:38:18.178384
1269,TantricBar,0,1269,,"78NeilRoad,Singapore088893",,2020-02-12 15:38:45.821031
1270,Iwannagohome,0,1270,,"163TanglinRoad,Singapore",,2020-02-12 15:39:30.555525
1271,LanternatFullertonBayHotel,0,1271,,"80CollyerQuay,Singapore049326",,2020-02-12 15:40:03.709623
1272,ChurchOfOurLadyOfPerpetualSuccour,0,1272,,Singapore,,2020-02-12 15:40:59.878942
1273,ITECollegeEast,0,1273,,"10SimeiAvenue,Singapore",,2020-02-12 15:41:44.405711
1274,OvertimePub,0,1274,,"30MosqueStreet,Singapore059508,Singapore",,2020-02-12 15:42:22.485366
1275,Fancy,0,1275,,"35CanalRoad|Suite01-01,Singapore59291,Singapore",,2020-02-12 15:42:52.161569
1276,JinrikishaStation,0,1276,,"1NeilRd,Singapore088804,Singapore",,2020-02-12 15:43:19.622041
1277,StatueAgreatemporiumSingapore,0,1277,,"Singaporeriver,closetoACMuseum,Singapore,Singapore",,2020-02-12 15:43:57.637211
1278,BishanNewTown,0,1278,,"BishanStreet,Singapore22Singapore",,2020-02-12 15:44:31.198545
1279,Tampinescentralpark,0,1279,,"TampinesMall,Singapore",,2020-02-12 15:45:03.743327
1280,MimosaGarden,0,1280,,"MimosaPlace,805544Singapore.",,2020-02-12 15:45:35.883341
1281,yingyangrooftopbar,0,1281,,"28AnnSiangRoad,Singapore069708",,2020-02-12 15:45:59.547512
1282,AcidBar,0,1282,,"180OrchardRoad,Singapore",,2020-02-12 15:46:17.926565
1283,RedDynasty,0,1283,,"81LorongChencharu,Singapore",,2020-02-12 15:46:41.989996
1284,ClubMango,0,1284,,"IOIPlaza,210MiddleRd,Singapore",,2020-02-12 15:47:01.547479
1285,Helipad,0,1285,,"6EuTongSenStreet,#05-22,TheCentral,Singapore",,2020-02-12 15:47:32.144525
1286,Illuzion,0,1286,,"45NeilRoad,Singapore",,2020-02-12 15:48:08.002182
1287,KingEdwardVIIHall,0,1287,,"1AKentRidgeRoad,Singapore",,2020-02-12 15:48:38.243248
1288,MandaiTrack,0,1288,,"451MandaiRoadMandaiCamp15,Singapore729753,Singapore",,2020-02-12 15:49:30.583584
1289,MegaAdventureParkSingapore,0,1289,,"10ASilosoBeachWalk,Singapore099008","Daily openTime:11:00,closeTime:19:00",2020-02-12 15:50:02.679292
1290,KayakFishinginSingaporeThePlaygroundTour,0,1290,,,"Daily openTime:06:00,closeTime:18:00",2020-02-12 15:50:36.377162
1291,AsiaAMixofChineseMalayIndianPeranakanCulturalTour,0,1291,,,"Daily openTime:10:00,closeTime:15:00",2020-02-12 15:51:05.721195
1292,,0,1292,,,"Daily openTime:09:30,closeTime:12:30",2020-02-12 15:51:39.710814
1293,,0,1293,,,"Daily openTime:08:30,closeTime:18:00",2020-02-12 15:52:06.661393
1294,TiongBahruHipsterOldTownHeartlandTour,0,1294,,,"Daily openTime:10:00,closeTime:13:00",2020-02-12 15:52:37.493598
1295,ForestAdventureTreeTopAdventurePark,0,1295,,"BedokReservoirCarparkA,Singapore479244","tuesday openTime:09:30,closeTime:18:30
wednesday openTime:09:30,closeTime:18:30
thursday openTime:09:30,closeTime:18:30
friday openTime:09:30,closeTime:18:30
saturday openTime:09:30,closeTime:18:30
sunday openTime:09:30,closeTime:18:30",2020-02-12 15:53:12.846205
1296,SiliconValleyofSingaporeTheLaunchPadTour,0,1296,,,"monday openTime:09:00,closeTime:18:00
tuesday openTime:09:00,closeTime:18:00
wednesday openTime:09:00,closeTime:18:00
thursday openTime:09:00,closeTime:18:00
friday openTime:09:00,closeTime:18:00
saturday openTime:09:00,closeTime:18:00",2020-02-12 15:53:46.260214
1297,RafflesMarinaLighthouse,0,1297,,,"Daily openTime:07:00,closeTime:00:00",2020-02-12 15:54:12.282492
1298,,0,1298,,,"monday openTime:09:00,closeTime:17:30
tuesday openTime:09:00,closeTime:17:30
wednesday openTime:09:00,closeTime:17:30
thursday openTime:09:00,closeTime:17:30
friday openTime:09:00,closeTime:17:30
saturday openTime:09:00,closeTime:17:00
sunday openTime:09:00,closeTime:17:00
public_holiday openTime:09:00,closeTime:17:00",2020-02-12 15:54:41.705824
1299,GoGreenSegway,0,1299,,"31BeachView03,01Singapore098008","Daily openTime:10:00,closeTime:19:30",2020-02-12 15:55:06.204445
1300,SingaporeAfterDarkLocalStreetFoodNightlifeTour,0,1300,,,"wednesday openTime:18:30,closeTime:21:30
thursday openTime:18:30,closeTime:21:30
friday openTime:18:30,closeTime:21:30
saturday openTime:18:30,closeTime:21:30",2020-02-12 15:55:36.675879
1301,KayakFishinginSingaporeIslandHopperTour,0,1301,,,"Daily openTime:06:00,closeTime:18:00",2020-02-12 15:56:03.964004
1302,DeepavaliFestivalVillage,0,1302,,"CampbellLane,Singapore217963","Daily openTime:10:00,closeTime:22:00",2020-02-12 15:56:34.927939
1303,GrandeurLightsOfDeepavali,0,1303,,"SerangoonRd&RaceCourseRd,Singapore217959","Daily openTime:19:00,closeTime:23:55",2020-02-12 15:57:00.645052
1304,KayakFishinginSingaporeBigBoatSmallBoatTour,0,1304,,,"Daily openTime:06:00,closeTime:18:00",2020-02-12 15:57:29.171640
1305,,0,1305,,"42ImbiahRoad,ImbiahLookoutSingapore099701",,2020-02-12 15:57:55.671850
1306,VisualArtTrailsMarinaBay,0,1306,,"Singapore018990,Singapore",,2020-02-12 15:58:16.817282
1307,,0,1307,,",SentosaCoveSingapore098537",,2020-02-12 15:58:50.692
1308,,1,1308,5,",BeachStationSingapore098604",,2020-02-12 15:59:32.242765
1309,KenkoWellness,0,1309,,"133NewBridgeRoadChinatownPoint|ChinatownPoint,Singapore059413,Singapore",,2020-02-12 16:00:00.044922
1310,GemsofChinatown,0,1310,,"SouthBridgeRd,227-233,Singapore058776","monday openTime:09:30,closeTime:18:00
tuesday openTime:09:30,closeTime:18:00
wednesday openTime:09:30,closeTime:18:00
thursday openTime:09:30,closeTime:18:00
friday openTime:09:30,closeTime:18:00",2020-02-12 16:00:33.736512
1311,PureBlissSpa,0,1311,,"1WestCoastDrive#01-14/15,Singapore128020,Singapore",,2020-02-12 16:00:58.515818
1312,CaféIguana,0,1312,,30MerchantRd,,2020-02-12 16:01:23.936405
1313,KampongMuseum,0,1313,,"39GeylangSerai,Singapore",,2020-02-12 16:01:52.216007
1314,AlleyBar,0,1314,,"178OrchardRoad,Singapore238846",,2020-02-12 16:02:29.800562
1315,BusStop,0,1315,,"FarEastOrganization,Singapore",,2020-02-12 16:02:54.628296
1316,NewTechPark,0,1316,,"NewTechPark#14-01/08,151LorongChuan,556741,Singapore",,2020-02-12 16:03:26.301748
1317,AmaraSanctuaryResortSentosaVerandahSuitewithLivingRoom,0,1317,,"1LarkhillRoad,Singapore099394",,2020-02-12 16:03:52.342269
1318,BukitTimahSaddleClub,0,1318,,"51FairwaysDr,Singapore,Singapore",,2020-02-12 16:04:25.847873
1319,Coastes,0,1319,,"50SilosoBeachWalk,Singapore",,2020-02-12 16:05:16.718171
1320,NewTechPark,0,1320,,"NewTechPark#14-01/08,151LorongChuan,556741,Singapore",,2020-02-12 16:05:46.504374
1321,LittleGreenKitchen,0,1321,,"1HaciendaGrove#03-05theHacienda|UpperEastCoastRoad,Singapore457908,Singapore",,2020-02-12 16:06:24.529275
1322,CherishYumiz,0,1322,,"Lane#02-101|Blk405C,Fernvale,Singapore793405,Singapore",,2020-02-12 16:07:07.830029
1323,MingVillage,0,1323,,"32PandanRoad,Singapore60Singapore",,2020-02-12 16:07:53.487065
1324,KampongMuseum,0,1324,,"39GeylangSerai,Singapore",,2020-02-12 16:08:19.452901
1325,PulauSeking,0,1325,,"8KmsouthwestofSingapore'sWTC,SingaporeSingapore",,2020-02-12 16:08:44.917758
1326,BukitBrownHeritagePark,0,1326,,"KheamHockRoad,Singapore,Singapore",,2020-02-12 16:09:08.919714
1327,GillmanBarracks,0,1327,,"9LockRd,Singapore108937",,2020-02-12 16:09:35.680550
1328,BukitTimahSaddleClub,0,1328,,"51FairwaysDr,Singapore,Singapore",,2020-02-12 16:10:00.609395
1329,AlleyBar,0,1329,,"178OrchardRoad,Singapore238846",,2020-02-12 16:10:29.022266
1330,FreedomFilmMakerSingapore,0,1330,,"Singapore,Singapore,Singapore",,2020-02-12 16:10:59.620077
1331,KinkiRestaurantBar,0,1331,,"70CollyerQuayCustomsHouse|#02-02CustomsHouse,Singapore049323,Singapore",,2020-02-12 16:11:22.851013
1332,SingaBites,0,1332,,"|JooChiatandKatong,Singapore423723,Singapore",,2020-02-12 16:11:42.658133
1333,ShangriLasRasaSentosaResortSpaSingapore,0,1333,,,,2020-02-12 16:12:10.845987
1334,AmaraSanctuaryResortSentosaVerandahSuitewithLivingRoom,0,1334,,"1LarkhillRoad,Singapore099394",,2020-02-12 16:12:37.939029
1335,MyCozyRoomBoutiqueSpa,0,1335,,"56ACairnhillRoadTheLight@Cairnhill|BehindOrchardParagonShopping,Singapore229667,Singapore",,2020-02-12 16:13:19.508308
1336,Ayunis,0,1336,,"Blk25NewUpperChangiRoad#01-642|Bedok,Singapore462025,Singapore",,2020-02-12 16:13:58.533095
1337,ChangiLifeStylePteLtd,0,1337,,"136ChangiRoad,Singapore419721,Singapore",,2020-02-12 16:14:41.061445
1338,SpaExpress,0,1338,,"60AirportBoulevardChangiAirportTerminal2|Level3,Unit#036-142,DepartureTransitLoungeTerminal2,Singapore819643,Singapore",,2020-02-12 16:15:31.035843
1339,AnQiSpa,0,1339,,"135MiddleRoadBylandsBuilding|#01-10BylandsBuilding,Singapore188975,Singapore",,2020-02-12 16:16:25.187537
1340,AdelineBeauty,0,1340,,"Blk135JurongEastStreet13|#01-321,Singapore600135,Singapore",,2020-02-12 16:16:59.466590
1341,CrystalBeautySpa,0,1341,,"19LeedonHeightsD'Leedon|#01-68D'Leedon,Singapore266227,Singapore",,2020-02-12 16:17:39.269989
1342,JStudios,0,1342,,"Blk352JurongEastStreet31YuhuaPlace|#01-131,Singapore600352,Singapore",,2020-02-12 16:18:08.064945
1343,FourSeasonFootReflexologyCentre,0,1343,,"17ATrengganuStreet,Singapore058471,Singapore",,2020-02-12 16:18:45.880234
1344,FlexFootReflexologyCenter,0,1344,,"5KoekRoadCuppagePlaza|#01-17CuppagePlaza,Singapore228796,Singapore",,2020-02-12 16:19:15.467760
1345,Cloud,0,1345,,"28SinMingLaneMidviewCity|#04-141,MidviewCity,Singapore573972,Singapore",,2020-02-12 16:19:40.130421
1346,OoLaLab,0,1346,,"2AlexandraRoadDeltaHouse|DeltaHouseBuilding,#02-04,Singapore159919,Singapore",,2020-02-12 16:20:05.886272
1347,AshiFootReflexology,0,1347,,"163BukitMerahCentral|#02-3609,Singapore150163,Singapore",,2020-02-12 16:20:29.389546
1348,GreenAppleSpa,0,1348,,"765NorthBridgeRoad,Singapore198733,Singapore",,2020-02-12 16:20:55.742778
1349,Expressions,0,1349,,"121PenangRoad|#01-02,Singapore238464,Singapore",,2020-02-12 16:21:24.490983
1350,SugarSpiceSoapMakingWorkshop,0,1350,,"81UbiAvenue4,#10-19,UB.One|#10-19UB.One,Singapore408830,Singapore",,2020-02-12 16:21:58.455736
1351,ResinPlay,0,1351,,"1ColemanStreetTheAdelphi|#02-24,TheAdelphi,Singapore179803,Singapore",,2020-02-12 16:22:26.643799
1352,AshiFootReflexology,0,1352,,"163BukitMerahCentral|#02-3609,Singapore150163,Singapore",,2020-02-12 16:22:52.323616
1353,AnQiSpa,0,1353,,"135MiddleRoadBylandsBuilding|#01-10BylandsBuilding,Singapore188975,Singapore",,2020-02-12 16:23:25.855267
1354,AdelineBeauty,0,1354,,"Blk135JurongEastStreet13|#01-321,Singapore600135,Singapore",,2020-02-12 16:23:47.104946
1355,BathCultureFootTherapy,0,1355,,"59TempleStreet|Chinatown,Singapore058604,Singapore",,2020-02-12 16:24:17.057650
1356,BELeatherLab,0,1356,,"2SimsClose#06-06Gemini@Sims|Gemini@Sims,Singapore387298,Singapore",,2020-02-12 16:24:46.717781
1357,CharmBeautyZone,0,1357,,"92TanjongPagarRoad,Singapore088513,Singapore",,2020-02-12 16:25:15.636602
1358,ChestnutNaturePark,0,1358,,"ChestnutAve,Singapore,Singapore",,2020-02-12 16:25:43.161646
1359,WonderfulLife,0,1359,,"15MarinaGrove,Singapore019598,Singapore",,2020-02-12 16:26:14.035151
1360,FlexFootReflexologyCenter,0,1360,,"5KoekRoadCuppagePlaza|#01-17CuppagePlaza,Singapore228796,Singapore",,2020-02-12 16:26:36.640670
1361,FourSeasonFootReflexologyCentre,0,1361,,"17ATrengganuStreet,Singapore058471,Singapore",,2020-02-12 16:27:16.329181
1362,OoLaLab,0,1362,,"2AlexandraRoadDeltaHouse|DeltaHouseBuilding,#02-04,Singapore159919,Singapore",,2020-02-12 16:28:20.003750
1363,Cloud,0,1363,,"28SinMingLaneMidviewCity|#04-141,MidviewCity,Singapore573972,Singapore",,2020-02-12 16:29:04.917165
1364,AmritaAyurvedaandYoga,0,1364,,"11UpperDicksonRoad,Singapore207471,Singapore",,2020-02-12 16:29:40.347872
1365,KineticRain,0,1365,,"ChangiAirportTerminal1|AirportBlvd,Singapore819643,Singapore",,2020-02-12 16:30:07.012591
1366,RemedeSpa,0,1366,,"29TanglinRoadSt.RegisHotelSingapore|Level2,TheSt.RegisSingapore,Singapore247911,Singapore",,2020-02-12 16:30:47.437540
1367,ShuangSpa,0,1367,,"11BukitPasohRoad,Singapore089825,Singapore",,2020-02-12 16:31:16.882607
1368,XimulaSail,0,1368,,"11CoveDriveOne15MarinaClub|ONE15MarinaClub,SentosaCove,SentosaIsland098497,Singapore",,2020-02-12 16:31:56.852020
1369,Beauty,0,1369,,"230OrchardRoadFaberHouse|#04-234/6,Singapore238854,Singapore",,2020-02-12 16:32:39.805284
1370,DBSArtsCentre,0,1370,,"20MerbauRoad,Singapore",,2020-02-12 16:33:28.004204
1371,GreenAppleSpa,0,1371,,"6UpperEastCoastRoad,Singapore455200,Singapore",,2020-02-12 16:34:14.027752
1372,TCReflexology,0,1372,,"803KingGeorge'sAvenue|#01-208,Singapore200803,Singapore",,2020-02-12 16:34:40.690945
1373,AwaySpa,0,1373,,"21OceanWayWSingaporeSentosaCoveHotel,SentosaIsland098374,Singapore",,2020-02-12 16:35:05.822450
1374,CastelledeBeaute,0,1374,,"Block133JurongGatewayRoad01-301,Jurong600133,Singapore",,2020-02-12 16:35:27.602826
1375,AmritaSpaWellness,0,1375,,"20MerchantRoadSwissotelMerchantCourtSingapore|SwissôtelMerchantCourt,Singapore058281,Singapore",,2020-02-12 16:35:49.144321
1376,iSpa,0,1376,,"Blk167WoodlandsStreet11|#01-09,Singapore730167,Singapore",,2020-02-12 16:36:15.993369
1377,HanDynastySpa,0,1377,,"123BukitMerahLane1|#01-98,Singapore150123,Singapore",,2020-02-12 16:36:55.052067
1378,TheImperialMassageSpa,0,1378,,"786NorthBridgeRoad,Singapore198754,Singapore",,2020-02-12 16:37:26.312801
1379,Itworks,0,1379,,"304OrchardRoadLuckyPlaza|#01-89LuckyPlaza,Singapore238863,Singapore",,2020-02-12 16:37:51.306562
1380,AmritaSpaWellness,0,1380,,"20MerchantRoadSwissotelMerchantCourtSingapore|SwissôtelMerchantCourt,Singapore058281,Singapore",,2020-02-12 16:38:23.440524
1381,IkedaSpa,0,1381,,"787BukitTimahRoad,Singapore269762,Singapore",,2020-02-12 16:38:56.790756
1382,GreenAppleSpa,0,1382,,"6UpperEastCoastRoad,Singapore455200,Singapore",,2020-02-12 16:39:24.860485
1383,iSpa,0,1383,,"Blk167WoodlandsStreet11|#01-09,Singapore730167,Singapore",,2020-02-12 16:39:53.202356
1384,PalmAveFloatClub,0,1384,,"66KampongBugisKallangRivergreenBuilding|5thFloor,Singapore338987,Singapore",,2020-02-12 16:40:25.360943
1385,RuleofThumbSanctuarySpa,0,1385,,"289BeachRoad,Suite01-01,Singapore199552,Singapore",,2020-02-12 16:40:52.323866
1386,TCReflexology,0,1386,,"803KingGeorge'sAvenue|#01-208,Singapore200803,Singapore",,2020-02-12 16:41:31.471963
1387,HanDynastySpa,0,1387,,"123BukitMerahLane1|#01-98,Singapore150123,Singapore",,2020-02-12 16:42:15.764225
1388,Beauty,0,1388,,"230OrchardRoadFaberHouse|#04-234/6,Singapore238854,Singapore",,2020-02-12 16:42:50.269999
1389,DBSArtsCentre,0,1389,,"20MerbauRoad,Singapore",,2020-02-12 16:43:18.042813
1390,PulseTCMClinicFootReflexology,0,1390,,"501OrchardRoadWheelockPlace|WheelockPlace,Singapore238880,Singapore",,2020-02-12 16:43:46.888595
1391,AwaySpa,0,1391,,"21OceanWayWSingaporeSentosaCoveHotel,SentosaIsland098374,Singapore",,2020-02-12 16:44:24.767045
1392,CastelledeBeaute,0,1392,,"Block133JurongGatewayRoad01-301,Jurong600133,Singapore",,2020-02-12 16:44:55.663056
1393,AllianceFrancaise,0,1393,,"1SarkiesRoad,Singapore",,2020-02-12 16:45:27.075401
1394,FishermanVillage,0,1394,,"151PasirRisRoad,Singapore51Singapore",,2020-02-12 16:45:51.540474
1395,YusofIshakHouse,0,1395,,"30LowerKentRidgeRoad,Singapore",,2020-02-12 16:50:57.606318
1396,SAFRATampines,0,1396,,"1TampinesStreet92,Singapore",,2020-02-12 16:51:27.773989
1397,WaterVentureEastCoast,0,1397,,"1390EastCoastParkway,Singapore",,2020-02-12 16:51:57.487844
1398,Petir,0,1398,,Singapore,,2020-02-12 16:52:34.026952
1399,FarrerPark,0,1399,,"250RaceCourseRoadSingapore218703RaceCourseRoad,Singapore218703",,2020-02-12 16:53:04.596966
1400,PureWellnessFootSpa,0,1400,,"Block102YishunAvenue5#01-129|ChongPangTown,Singapore760102,Singapore",,2020-02-12 16:53:42.957039
1401,LifestyleFitness,0,1401,,"503JurongWestAvenue1HongKahCourt|#03-845,Singapore640503,Singapore",,2020-02-12 16:54:18.042566
1402,GoldenMileTower,0,1402,,"6001BeachRoadGoldenMileTower|District07,OppositeofKampongGlamCommunityClubandbesideGoldenMileComplex,Singapore199589,Singapore",,2020-02-12 16:54:54.757159
1403,PureBlissSpa,0,1403,,"17SimonRoad,Singapore545902,Singapore",,2020-02-12 16:55:30.640632
1404,Crafune,0,1404,,"2HajiLane|#02-01,Singapore189195,Singapore",,2020-02-12 16:56:52.571056
1405,HeartSpringsSpa,0,1405,,"50UbiAvenue3#03-18Frontier,Singapore408866,Singapore",,2020-02-12 17:01:59.970447
1406,HotSpa,0,1406,,"50EastCoastRoadRoxySquare|#03-00RoxySquareShoppingCentre,Singapore428769,Singapore",,2020-02-12 17:02:22.522412
1407,TDSpa,0,1407,,"122BedokNorthStreet2|#01-132,Singapore460122,Singapore",,2020-02-12 17:02:40.476924
1408,MakethProject,0,1408,,"68BRaceCourseRoad|3rdFloor,Singapore218571,Singapore",,2020-02-12 17:03:01.472188
1409,SriSivaKrishnaTemple,0,1409,,"31MarsilingRise,Singapore739127,Singapore",,2020-02-12 17:03:22.837721
1410,SuddenlySlender,0,1410,,"11CavenaghRoadHolidayInnSingaporeOrchardCityCentreFloor01Unit0908|HolidayInnOrchardCityCentre,Singapore229616,Singapore",,2020-02-12 17:03:55.204049
1411,CreativeCulinarie,0,1411,,"17EngHoonStreetEngHoonMansions|#01-04EngHoonMansions,Singapore169767,Singapore",,2020-02-12 17:04:19.149010
1412,AmaraSanctuaryResortSentosaCoupleSuitewithPoolAccess,0,1412,,"1LarkhillRoad,Singapore099394",,2020-02-12 17:04:56.051471
1413,KhatibCamp,0,1413,,Singapore,,2020-02-12 17:05:30.958673
1414,ParaglidingHijackersPamukale,0,1414,,"Pamukkale,Turkey",,2020-02-12 17:06:13.664210
1415,SingaporepoolsClementiTownCentre,0,1415,,"Singapore,Singapore",,2020-02-12 17:07:03.148274
1416,Unravel,0,1416,,"470NorthBridgeRoadBugisCube|#05-20BugisCube,Singapore188735,Singapore",,2020-02-12 17:07:50.894878
1417,Maskabeauty,0,1417,,"AngMoKioAve10Block452|#01-1793,Singapore560452,Singapore",,2020-02-12 17:08:30.453401
1418,InstitutEsthederm,0,1418,,"87VictoriaStreetVictoriaHotel,Singapore188016,Singapore",,2020-02-12 17:09:36.042911
1419,TheMerryLionComedyCafeAndBar,0,1419,,"CircularRd,#03-008b,Singapore049364",,2020-02-12 17:10:15.975993
1420,SpiritofNewAsia,0,1420,,"SuntecCityMalltoMarinaBay,Singapore03Singapore",,2020-02-12 17:10:46.110705
1421,GeylangUnitedFC,0,1421,,"101Bedok,Singapore46Singapore",,2020-02-12 17:11:12.982382
1422,PioneerMRTStation,0,1422,,"31JurongWestStreet63,Singapore",,2020-02-12 17:11:40.029754
1423,DHLSUPPLYCHAINSINGAPOREPTELTD,0,1423,,"5ChangiSouthLane,#03-02,C&PBuilding,Singapore,Singapore",,2020-02-12 17:12:07.372945
1424,Millian,0,1424,,"#01-05StJamesPowerStation,3SentosaGateway,Singapore098544",,2020-02-12 17:12:35.021518
