REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,4,101,[],[],[],[],2020-01-26 15:25:44.420881
,4,101,['//www.qyer.com/u/1418986'],[5],"[datetime.datetime(2014, 1, 8, 0, 0)]",['在小印度地区，不是旅行团来的旅游景点，很安静，女士入内注意不要穿着暴露。'],2020-01-26 15:25:48.078915
