WEBSITE_ID,REVIEW_ID,TEXT,RELEVANCE,COUNT,SENTIMENT_SCORE,SENTIMENT_LABEL,SADNESS,JOY,FEAR,DISGUST,ANGER,MIXED_SENTIMENT
1,739924779,respectable place,0.998588,1,0.980709,positive,0.043447,0.615633,0.033726,0.02006,0.093238,
1,739924779,admirers of ancient history,0.876807,1,0.0,neutral,0.102539,0.277128,0.148355,0.078889,0.056015,
1,739924779,tons,0.607762,1,0.980709,positive,0.043447,0.615633,0.033726,0.02006,0.093238,
1,739924779,artefacts,0.58449,1,0.0,neutral,0.102539,0.277128,0.148355,0.078889,0.056015,
1,722694498,young kids,0.970328,1,-0.504394,negative,0.386604,0.226567,0.357162,0.06231,0.032318,
1,722694498,working temple,0.68194,1,0.943794,positive,0.258576,0.322573,0.165339,0.082957,0.097982,
1,722694498,cultural experience,0.635891,1,0.980777,positive,0.080622,0.652171,0.032982,0.040548,0.05094,
1,722694498,temple,0.630548,3,0.356122,positive,0.292915,0.455956,0.199085,0.051055,0.057836,1
1,722694498,historical significance,0.616196,1,0.980777,positive,0.080622,0.652171,0.032982,0.040548,0.05094,
1,722694498,tow,0.569897,1,-0.504394,negative,0.386604,0.226567,0.357162,0.06231,0.032318,
1,722694498,history,0.555342,1,-0.504394,negative,0.386604,0.226567,0.357162,0.06231,0.032318,
1,722694498,culture,0.548759,1,-0.504394,negative,0.386604,0.226567,0.357162,0.06231,0.032318,
1,722694498,monks,0.528386,1,0.989237,positive,0.037818,0.721137,0.021659,0.045433,0.020302,
1,722694498,people,0.522701,1,0.563204,positive,0.097904,0.215585,0.012166,0.106889,0.012811,
1,722694498,beauty,0.522128,1,0.980777,positive,0.080622,0.652171,0.032982,0.040548,0.05094,
1,722694498,chance,0.520788,1,-0.771236,negative,0.348487,0.155074,0.146163,0.059634,0.337579,
1,722694498,hours,0.517592,1,-0.504394,negative,0.386604,0.226567,0.357162,0.06231,0.032318,
1,722694498,floors,0.512419,1,-0.771236,negative,0.348487,0.155074,0.146163,0.059634,0.337579,
1,722694498,faithful praying,0.493753,1,0.943794,positive,0.258576,0.322573,0.165339,0.082957,0.097982,
1,722694498,hypnotic atmosphere,0.473036,1,0.989237,positive,0.037818,0.721137,0.021659,0.045433,0.020302,
1,722694498,building,0.389662,1,0.668604,positive,0.386604,0.226567,0.357162,0.06231,0.032318,1
1,722694498,Singapore,0.389662,1,0.563204,positive,0.097904,0.215585,0.012166,0.106889,0.012811,
1,719736055,Good place,0.871361,1,0.917313,positive,0.203544,0.628328,0.073975,0.019979,0.127291,
1,719736055,various Buddha statues,0.71736,1,0.872522,positive,0.147016,0.664124,0.119406,0.010636,0.103578,
1,719736055,peaceful Buddha temple,0.716622,1,0.0,neutral,0.302754,0.18472,0.104775,0.354318,0.256153,
1,719736055,Buddha statues,0.669798,1,0.0,neutral,0.228329,0.57279,0.16442,0.016369,0.080749,
1,719736055,China Town,0.648047,1,0.0,neutral,0.302754,0.18472,0.104775,0.354318,0.256153,
1,719736055,meditation area,0.610681,1,0.943393,positive,0.211957,0.570867,0.149447,0.018956,0.125875,
1,719736055,meditation,0.561097,1,0.872522,positive,0.182167,0.627433,0.138122,0.01027,0.109683,
1,719736055,hour,0.556744,1,0.0,neutral,0.343641,0.360678,0.181753,0.067405,0.104087,
1,719736055,history,0.538486,1,0.872522,positive,0.147016,0.664124,0.119406,0.010636,0.103578,
1,719736055,minutes,0.529329,1,0.943393,positive,0.211957,0.570867,0.149447,0.018956,0.125875,
1,719736055,mind,0.524852,1,0.917313,positive,0.203544,0.628328,0.073975,0.019979,0.127291,
