WEBSITE_ID,REVIEW_ID,TYPE,TEXT,RELEVANCE,COUNT,CONFIDENCE,SENTIMENT_SCORE,SENTIMENT_LABEL,SADNESS,JOY,FEAR,DISGUST,ANGER,MIXED_SENTIMENT,DISAMBIGUATION_SUBTYPE,DISAMBIGUATION_NAME,DISAMBIGUATION_RESOURCE
1,740779169,GeographicFeature,Marina Bay,0.95577,1,0.489155,0.0,neutral,0.183649,0.576989,0.124135,0.056214,0.15925,,,,
1,740779169,Quantity,15 min,0.79644,1,0.8,0.974038,positive,0.032514,0.664314,0.016667,0.033102,0.025615,,,,
1,740779169,Person,Louis Vuitton,0.395837,1,0.489512,0.974038,positive,0.032514,0.664314,0.016667,0.033102,0.025615,,,,
1,740779169,Quantity,45mins,0.382699,1,0.8,-0.345556,negative,0.104765,0.570181,0.082579,0.037587,0.13958,,,,
1,738176979,Facility,Sands hotel,0.978348,1,0.444832,0.704039,positive,0.059078,0.447124,0.08062,0.152576,0.074781,,,,
1,723730991,Location,Singapore,0.978348,1,0.999035,0.866404,positive,0.042832,0.811449,0.041189,0.015177,0.05315,,,Singapore,http://dbpedia.org/resource/Singapore
1,723142646,Location,bay area,0.9999,2,0.62127,0,neutral,0.144131,0.39304,0.091714,0.034146,0.106061,,,,
1,706434479,Location,Singapore,0.963296,1,0.63003,0.92477,positive,0.108594,0.655782,0.053555,0.047048,0.072778,,,Singapore,http://dbpedia.org/resource/Singapore
1,706434479,Person,Marina,0.66672,1,0.7234,0.92477,positive,0.108594,0.655782,0.053555,0.047048,0.072778,,,,
1,700594304,Location,singapore,0.963296,1,0.998026,0.989751,positive,0.036127,0.812128,0.087623,0.026408,0.012102,,,Singapore,http://dbpedia.org/resource/Singapore
1,700594304,Facility,marina bay mall,0.159578,1,0.798679,0.989751,positive,0.036127,0.812128,0.087623,0.026408,0.012102,,,,
1,698606813,Facility,Clarke Quay,0.958279,1,0.727734,0.929066,positive,0.069016,0.389194,0.269201,0.043321,0.217174,,,,
1,698606813,Location,Singapore,0.793312,2,0.991601,0.0,neutral,0.114525,0.312579,0.0672,0.092372,0.049283,,,Singapore,http://dbpedia.org/resource/Singapore
1,698606813,Company,Segway,0.466195,1,0.400731,0.0,neutral,0.127777,0.406741,0.190808,0.088704,0.073281,,,,
1,695345315,Facility,marina bay,0.958279,1,0.183181,-0.247361,negative,0.294213,0.306957,0.184229,0.126437,0.161189,,,,
1,695345315,Quantity,15 minutes,0.639278,1,0.8,-0.247361,negative,0.294213,0.306957,0.184229,0.126437,0.161189,,,,
1,695345315,Location,singapore,0.224408,1,0.900543,0.97915,positive,0.049007,0.893871,0.017132,0.008542,0.026315,,,Singapore,http://dbpedia.org/resource/Singapore
1,693294482,Person,Marina,0.978348,1,0.758085,0.992474,positive,0.020813,0.839452,0.053524,0.016301,0.083845,,,,
1,691912581,Facility,Marina Bay Sands,0.953262,1,0.055579,0.977115,positive,0.033151,0.894436,0.029215,0.018455,0.006241,,,,
1,691912581,Facility,Marina Gardens,0.897515,1,0.693084,0.977115,positive,0.033151,0.894436,0.029215,0.018455,0.006241,,,,
1,691912581,GeographicFeature,Marina Bay,0.790775,1,0.480738,0.977115,positive,0.033151,0.894436,0.029215,0.018455,0.006241,,,,
1,691912581,Facility,Marina Bay Sands affords,0.494676,1,0.148866,0.616594,positive,0.128683,0.556549,0.080498,0.048965,0.043498,,,,
1,691912581,Facility,Louis Vuitton Island Maison,0.151507,1,0.594163,0.0,neutral,0.134212,0.732797,0.096496,0.011185,0.035858,,,,
1,691912581,Facility,Science Museum,0.132274,1,0.653302,0.0,neutral,0.134212,0.732797,0.096496,0.011185,0.035858,,"['Organization', 'Location', 'Building', 'Museum']",Science_Museum_of_Minnesota,http://dbpedia.org/resource/Science_Museum_of_Minnesota
1,689113050,Location,Singapore,0.978348,1,0.985443,0.904235,positive,0.05684,0.592321,0.040053,0.038432,0.057034,,,Singapore,http://dbpedia.org/resource/Singapore
1,688666223,Person,Marina,0.978348,1,0.932976,0.981626,positive,0.029674,0.744841,0.029276,0.018861,0.021856,,,,
1,688579496,Location,Singapore,0.978348,1,0.998594,-0.460684,negative,0.062884,0.784259,0.093979,0.009104,0.011563,,,Singapore,http://dbpedia.org/resource/Singapore
1,684962513,GeographicFeature,Sentosa Island,0.978348,1,0.572303,0.25647,positive,0.659747,0.094356,0.245582,0.118324,0.105012,,"['Location', 'Island']",Sentosa,http://dbpedia.org/resource/Sentosa
1,684513139,Person,Marina Bay,0.963296,1,0.377243,0,neutral,0.130537,0.340724,0.113426,0.048522,0.094709,,,,
1,684513139,Location,Singapore,0.506489,1,0.968172,0,neutral,0.130537,0.340724,0.113426,0.048522,0.094709,,,Singapore,http://dbpedia.org/resource/Singapore
