WEBSITE_ID,REVIEW_ID,TYPE,TEXT,RELEVANCE,COUNT,CONFIDENCE,SENTIMENT_SCORE,SENTIMENT_LABEL,SADNESS,JOY,FEAR,DISGUST,ANGER,MIXED_SENTIMENT,DISAMBIGUATION_SUBTYPE,DISAMBIGUATION_NAME,DISAMBIGUATION_RESOURCE
1,667562919,Quantity,2hr,0.963296,1,0.8,0,neutral,0.062452,0.507223,0.214491,0.012582,0.255158,,,,
1,667562919,Location,Singapore,0.585462,1,0.99308,0,neutral,0.062452,0.507223,0.214491,0.012582,0.255158,,,Singapore,http://dbpedia.org/resource/Singapore
1,549919575,Facility,Marina South Pier,0.95577,2,0.48882,0.0,neutral,0.394223,0.118966,0.054484,0.061411,0.086622,,['Location'],Marina_South_Pier,http://dbpedia.org/resource/Marina_South_Pier
1,549919575,GeographicFeature,St John's Island,0.853727,2,0.542548,0.915005,positive,0.088121,0.706502,0.102068,0.043638,0.041686,,"['Location', 'Island']",Saint_John%27s_Island,http://dbpedia.org/resource/Saint_John%27s_Island
1,549919575,GeographicFeature,Kusu island,0.814575,1,0.759752,0.0,neutral,0.164635,0.505741,0.153396,0.093092,0.056762,,"['Location', 'Island']",Kusu_Island,http://dbpedia.org/resource/Kusu_Island
1,549919575,Quantity,$18,0.670512,1,0.8,0.0,neutral,0.104608,0.116386,0.035571,0.02358,0.023603,,,,
1,549919575,Quantity,$12,0.654902,1,0.8,0.0,neutral,0.104608,0.116386,0.035571,0.02358,0.023603,,,,
1,549919575,Location,Kusu,0.465853,1,0.678033,0.0,neutral,0.20714,0.112088,0.143901,0.036311,0.092686,,,,
1,549919575,Facility,St John,0.315061,1,0.183909,0.0,neutral,0.27123,0.192796,0.138359,0.104033,0.151104,,,,
1,549919575,Facility,Kusu island,0.206745,1,0.084351,-0.54759,negative,0.110261,0.223478,0.499245,0.04784,0.116805,,,,
1,380146784,GeographicFeature,st john island,0.954265,1,0.412717,0.0,neutral,0.451242,0.15206,0.209403,0.11826,0.110353,,"['Location', 'AdministrativeDivision', 'Island', 'CityTown']",Saint_John%2C_U.S._Virgin_Islands,http://dbpedia.org/resource/Saint_John%2C_U.S._Virgin_Islands
1,380146784,Facility,marina south pier,0.920893,1,0.475148,0.0,neutral,0.451242,0.15206,0.209403,0.11826,0.110353,,['Location'],Marina_South_Pier,http://dbpedia.org/resource/Marina_South_Pier
1,380146784,Quantity,4 hours,0.414926,1,0.8,-0.842293,negative,0.234781,0.26031,0.153065,0.090952,0.182709,,,,
1,380146784,GeographicFeature,Kusu Island,0.408448,1,0.757731,0.0,neutral,0.349838,0.171229,0.226417,0.204334,0.273139,,"['Location', 'Island']",Kusu_Island,http://dbpedia.org/resource/Kusu_Island
1,380146784,Quantity,20 minutes,0.25535,2,0.96,0.0,neutral,0.33728,0.275234,0.181435,0.149532,0.254038,,,,
1,365893414,GeographicFeature,Kusu Island,0.958279,1,0.759744,0.955229,positive,0.06758,0.422534,0.15519,0.154722,0.077322,,"['Location', 'Island']",Kusu_Island,http://dbpedia.org/resource/Kusu_Island
1,365893414,Facility,St John's Island,0.852763,1,0.093974,0.782538,positive,0.242174,0.320465,0.145621,0.149725,0.166767,,,,
1,365893414,Location,Singapore,0.035355,1,0.991615,0.897129,positive,0.106074,0.821129,0.052958,0.007398,0.014731,,,Singapore,http://dbpedia.org/resource/Singapore
1,697718732,GeographicFeature,St.Johns Island,0.958279,1,0.929267,0.0,neutral,0.172695,0.278103,0.249483,0.135338,0.124463,,,,
1,697718732,Quantity,30 minutes,0.481898,1,0.8,0.0,neutral,0.172695,0.278103,0.249483,0.135338,0.124463,,,,
1,697718732,Quantity,20 minutes,0.024381,1,0.8,-0.644976,negative,0.231575,0.287004,0.294142,0.130463,0.172318,,,,
1,541945691,Facility,Marina South Pier,0.963296,1,0.524354,0.748478,positive,0.517145,0.32346,0.02684,0.048076,0.065201,,['Location'],Marina_South_Pier,http://dbpedia.org/resource/Marina_South_Pier
1,541945691,Location,Singapore,0.043001,1,0.996772,0.748478,positive,0.517145,0.32346,0.02684,0.048076,0.065201,,,Singapore,http://dbpedia.org/resource/Singapore
1,484218426,Facility,Marina South pier,0.958279,1,0.430969,0.0,neutral,0.293902,0.159989,0.069393,0.09064,0.082204,,['Location'],Marina_South_Pier,http://dbpedia.org/resource/Marina_South_Pier
1,484218426,GeographicFeature,St.John island,0.71228,1,0.52525,0.0,neutral,0.174574,0.465062,0.209407,0.092926,0.057421,,,,
1,484218426,GeographicFeature,Kusu island,0.561844,1,0.749918,-0.759883,negative,0.174574,0.465062,0.209407,0.092926,0.057421,,"['Location', 'Island']",Kusu_Island,http://dbpedia.org/resource/Kusu_Island
1,451820794,Quantity,two hours,0.978348,1,0.8,0.812624,positive,0.108961,0.668211,0.057504,0.021271,0.170403,,,,
1,448486950,GeographicFeature,Kusu island,0.963296,1,0.787673,0.0,neutral,0.132529,0.417119,0.225601,0.063526,0.111375,,"['Location', 'Island']",Kusu_Island,http://dbpedia.org/resource/Kusu_Island
