REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,REVIEW_CRAWLED_TIME
,4,205,//www.qyer.com/u/1862743,3,2016-04-26,一个印度裔波谱画家创办，目前在新加坡，20年后会搬到印度和英国。,2020-02-15 23:02:00.398820
