REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,REVIEW_CRAWLED_TIME
,4,210,//www.qyer.com/u/11625369,3,2019-07-07,在总统府公园隔壁 街上 没进去看 貌似一般,2020-02-15 23:02:53.366801
