REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,REVIEW_CRAWLED_TIME
,4,156,//www.qyer.com/u/3030054,3,2016-08-23,说实话是不值这个价格的，里面人多不说，3D效果一般，因为空间不是很够,2020-02-03 22:38:34.217551
