REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,REVIEW_CRAWLED_TIME
,4,119,//www.qyer.com/u/3855721,4,2017-02-07,哈哈，在这里路过了N多遍也没想着拍一张留个念。主要是CHURCH实在有点略多。,2020-02-03 22:27:17.122860
