REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,REVIEW_CRAWLED_TIME
,4,204,//www.qyer.com/u/1862743,3,2016-04-26,一个印度裔波谱画家创办，目前在新加坡，20年后会搬到印度和英国。,2020-02-03 22:46:18.673686
