REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,REVIEW_CRAWLED_TIME
,4,203,//www.qyer.com/u/5272102,3,2015-10-07,迁新址后更名为普济寺佛学研究院，先为一座5层大楼，楼内设有三圣宝殿、八大菩萨、十八罗汉等佛相。,2020-02-03 22:46:09.619649
