REVIEWER_URL,REVIEWER_NAME,RAW_HOME_LOCATION,CLEANED_HOME_LOCATION,NUMBER_OF_CONTRIBUTIONS,HELPFUL_VOTES,REVIEWER_UPDATED_TIME
https://www.tripadvisor.com.sg/Profile/sralls,sralls,"
Singapore, Singapore",,144,66,2020-01-31 17:25:47.653419
https://www.tripadvisor.com.sg/Profile/wallaw,wallaw,"
Singapore, Singapore",,73,38,2020-01-31 17:25:48.019245
https://www.tripadvisor.com.sg/Profile/wongmomo,wongmomo,"
Singapore, Singapore",,28,20,2020-01-31 17:25:48.418765
https://www.tripadvisor.com.sg/Profile/14darryld,14darryld,"
Singapore, Singapore",,33,5,2020-01-31 17:25:48.785259
https://www.tripadvisor.com.sg/Profile/greenestbubbles,greenestbubbles,"
Singapore, Singapore",,112,23,2020-01-31 17:25:49.130288
https://www.tripadvisor.com.sg/Profile/ivypark2017,ivypark2017,"
Singapore, Singapore",,176,46,2020-01-31 17:26:12.657498
https://www.tripadvisor.com.sg/Profile/Ulagapa,Ulagapa,"
Singapore, Singapore",,4,,2020-01-31 17:26:12.996377
https://www.tripadvisor.com.sg/Profile/Nothernstar85,Nothernstar85,"
Singapore, Singapore",,53,42,2020-01-31 17:26:13.355518
https://www.tripadvisor.com.sg/Profile/prab0dhad,prab0dhad,"
Sri Lanka",,121,31,2020-01-31 17:26:13.750413
https://www.tripadvisor.com.sg/Profile/Nothernstar85,Nothernstar85,"
Singapore, Singapore",,53,42,2020-01-31 17:26:14.120475
https://www.tripadvisor.com.sg/Profile/Neil W,Neil W,"
Singapore, Singapore",,228,45,2020-01-31 17:26:14.515354
https://www.tripadvisor.com.sg/Profile/garregw,garregw,"
Brynford",,58,18,2020-01-31 17:26:14.918551
https://www.tripadvisor.com.sg/Profile/theSotongGirl,theSotongGirl,"
Singapore, Singapore",,12,1,2020-01-31 17:27:24.602520
https://www.tripadvisor.com.sg/Profile/zapumal,zapumal,"
Singapore",,154,73,2020-01-31 17:27:25.010275
https://www.tripadvisor.com.sg/Profile/JanhaviB11,JanhaviB11,"
Mumbai, India",,46,15,2020-01-31 17:27:25.425779
https://www.tripadvisor.com.sg/Profile/ah tee s,ah tee s,"
Singapore, Singapore",,860,2830,2020-01-31 17:27:25.837123
https://www.tripadvisor.com.sg/Profile/iCoco23,iCoco23,"
Jakarta, Indonesia",,69,29,2020-01-31 17:27:26.230322
https://www.tripadvisor.com.sg/Profile/Oleg75,Oleg75,"
Moscow, Russia",,14,11,2020-01-31 17:27:26.599342
https://www.tripadvisor.com.sg/Profile/milliey18,milliey18,"
Singapore, Singapore",,26,7,2020-01-31 17:27:27.020453
https://www.tripadvisor.com.sg/Profile/davejb1990,davejb1990,"
Singapore, Singapore",,11,5,2020-01-31 17:27:27.391596
https://www.tripadvisor.com.sg/Profile/taovictor,taovictor,"
Singapore",,21,13,2020-01-31 17:27:27.784225
https://www.tripadvisor.com.sg/Profile/whynothavefun,whynothavefun,"
wisconsin, usa",,119,71,2020-01-31 17:27:28.195063
https://www.tripadvisor.com.sg/Profile/alireza1095nasim,alireza1095nasim,"
Iran",,51,15,2020-01-31 17:27:34.119716
https://www.tripadvisor.com.sg/Profile/Adventurist-Explorer,Adventurist-Explorer,"
Montreal, Canada",,39,31,2020-01-31 17:27:34.504599
https://www.tripadvisor.com.sg/Profile/Lawriesj,Lawriesj,"
Forfar, United Kingdom",,284,170,2020-01-31 17:27:34.886625
