REVIEW_ID,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
66430,2,295,M29****1153,4.0,2019-09-08,Not Available,这是个室内的儿童游乐园。很多家长带小孩子在这里打发周末的时光。,2020-02-16 18:25:39.330304
66431,2,295,M25****6872,5.0,2018-02-03,Not Available,新加坡小巨人是儿童室内游乐园，这里设有游乐场及游戏和娱乐中心,2020-02-16 18:25:39.336664
66432,2,295,George Zeng,5.0,2018-02-11,Not Available,在裕廊东的商业区，有新加坡最大的奥莱，交通方便,2020-02-16 18:25:39.343069
