REVIEW_ID,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
67139,2,424,sali_yin,5.0,2019-09-12,Not Available,金珠肉粽物美价廉很好吃性价比还不错，但可能不太好打包回国,2020-02-16 19:06:15.988443
67140,2,424,298****152,3.0,2018-10-18,Not Available,新加坡的菜系是东南亚典型的家乡料的才行，当然免有很多都跟中国元素有关,2020-02-16 19:06:15.994069
