REVIEW_ID,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
66969,2,394,M29****1153,5.0,2019-09-08,Not Available,表演很不错，全息技术真的超赞，很像GD本人亲临表演，绝对绝对不能错过,2020-02-16 18:55:14.261429
66970,2,394,M515shunyi1618,5.0,2019-07-04,Not Available,把投影技术运用到了互联网直播里面，还是比较新奇的一种体验。,2020-02-16 18:55:14.266495
66971,2,394,M24****760,5.0,2018-11-30,Not Available,让人大开眼界的地方，就是人比较多。,2020-02-16 18:55:14.271432
