REVIEW_ID,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
67413,2,506,vivianxu1105,0.0,2019-06-24,Not Available,网红快闪展「幻彩满屋Playhouse」 打卡，令人眩目又无处不在的镜子和灯光，上演绚烂无边的光影魔法，随便拍拍都是梦幻大片。,2020-02-16 19:32:23.908803
