REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,2,444,"['_ceai****5795', 'M25****8528']","[4.0, 5.0]","['2017-11-30', '2018-01-10']",Not Available,"['演出很经典，演员们很专业很敬业。', '可以去看看的哦 如果有时间的话']",2020-01-25 22:19:26.129458
