REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_NAME,REVIEW_RATING,REVIEW_DATE,REVIEW_TIME,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,2,226,"['M36****3222', '韦斯特博温杨勇', '多肉h', '远游的靓靓', '空空的不经意', 'M42****395', '远游的靓靓', 'hon****21', '哦曦曦姐', '136****5379']","['5', '5', '4', '5', '5', '5', '5', '5', '1', '4']","[datetime.datetime(2020, 1, 3, 0, 0), datetime.datetime(2020, 1, 14, 0, 0), datetime.datetime(2019, 10, 20, 0, 0), datetime.datetime(2020, 1, 3, 0, 0), datetime.datetime(2019, 7, 10, 0, 0), datetime.datetime(2019, 6, 2, 0, 0), datetime.datetime(2019, 8, 16, 0, 0), datetime.datetime(2019, 2, 11, 0, 0), datetime.datetime(2019, 2, 1, 0, 0), datetime.datetime(2019, 7, 16, 0, 0)]","[datetime.datetime(1900, 1, 1, 20, 43), datetime.datetime(1900, 1, 1, 9, 5), datetime.datetime(1900, 1, 1, 23, 17), datetime.datetime(1900, 1, 1, 17, 4), datetime.datetime(1900, 1, 1, 10, 28), datetime.datetime(1900, 1, 1, 12, 39), datetime.datetime(1900, 1, 1, 7, 31), datetime.datetime(1900, 1, 1, 20, 35), datetime.datetime(1900, 1, 1, 18, 40), datetime.datetime(1900, 1, 1, 19, 3)]","['来体验一天的惊险与刺激吧！您可以体验令人肾上腺素飙升的滑道', '值得一去，很给力', '项目少，但是好玩', '玩得很开心', '10岁宝宝最爱！整个新加坡她就爱这个。最好每天来，玩到关门！存包要8新币/小箱，不找零的，而且不收1元硬币。去隔壁买饮料，她找的零钱也不够用，想找她换5元零钱，不肯，叫我到隔壁专门服务窗口换。好在窗口工作人员给力。', '虽然比北京欢乐水魔方小，但是还是很有趣的，人也不多，可以玩很多遍，体验感很好！', '真的不错，感觉超值了，小伙伴喜欢的不得了，玩的都不想出来了！', '对于喜欢水的孩子而言，这里可以好好游玩。', '没玩儿还不给退钱！不是在圣淘沙岛上！坑！买错了还不给退！介绍的也不详细！真坑！', '挺干净，玩的项目也多。要注意防晒']",2020-01-25 21:37:37.804446
,2,226,"['软毛刺猬', '_ceai****5795', '保护隐私不留名', 'E39****257', '137****6397', '137****6397']","['3', '4', '5', '3', '1', '1']","[datetime.datetime(2019, 4, 7, 0, 0), datetime.datetime(2017, 11, 13, 0, 0), datetime.datetime(2018, 4, 20, 0, 0), datetime.datetime(2018, 10, 1, 0, 0), datetime.datetime(2018, 7, 4, 0, 0), datetime.datetime(2018, 7, 4, 0, 0)]","[datetime.datetime(1900, 1, 1, 22, 53), datetime.datetime(1900, 1, 1, 12, 29), datetime.datetime(1900, 1, 1, 17, 12), datetime.datetime(1900, 1, 1, 13, 30), datetime.datetime(1900, 1, 1, 11, 20), datetime.datetime(1900, 1, 1, 11, 22)]","['订的是圣淘沙的水上乐园，竟然跳出来不知哪里的水上乐园，怎么搜都是这个选项，没办法只能订了这个，结果还是不对的，浪费了这笔钱！这次的体验太差了！', '水上乐园管理得很好，井井有条，又那么干净。', '私家乐园，临海丽景。娱乐休闲，应有尽有。', '攜程兌換的憑證，現場售票人員對很久才找到，差點進不去，其他訂票網的都掃一下OR Cord就換到票了，這點希望Ctrip可以改善！', '根本没去，改期和退款都不行，白白浪费了，打了电话携程说第三方供应商，没有任何可商量的余地，非常不好的体验', '时间不对，退款和改期都不行，白白浪费，携程说因第三方供应商，所以没法改期和退款，非常不好的体验']",2020-01-25 21:37:44.075265
