REVIEWER_URL,REVIEWER_NAME,RAW_HOME_LOCATION,CLEANED_HOME_LOCATION,NUMBER_OF_CONTRIBUTIONS,HELPFUL_VOTES,REVIEWER_UPDATED_TIME
https://www.tripadvisor.com.sg/Profile/kellycX8888RA,kellycX8888RA,,,69,15,2020-01-30 10:02:21.862765
https://www.tripadvisor.com.sg/Profile/minomi1,minomi1,"
Singapore, Singapore",,23,1,2020-01-30 10:02:22.225101
https://www.tripadvisor.com.sg/Profile/JennieHepton,JennieHepton,"
Leeds, United Kingdom",,98,38,2020-01-30 10:02:22.635888
https://www.tripadvisor.com.sg/Profile/ThomasYHui,ThomasYHui,"
Burnaby, Canada",,1,1,2020-01-30 10:02:23.007973
https://www.tripadvisor.com.sg/Profile/ShaunH290,ShaunH290,"
London, United Kingdom",,362,132,2020-01-30 10:02:23.355310
https://www.tripadvisor.com.sg/Profile/270franziskak,270franziskak,"
Mulhouse, France",,96,32,2020-01-30 10:02:23.721178
https://www.tripadvisor.com.sg/Profile/IrinPaul,IrinPaul,,,1,1,2020-01-30 10:02:24.051601
https://www.tripadvisor.com.sg/Profile/aussiechristopher,aussiechristopher,"
Gold Coast, Australia",,28,14,2020-01-30 10:02:24.414452
https://www.tripadvisor.com.sg/Profile/kang j,kang j,,,6,2,2020-01-30 10:02:24.752361
https://www.tripadvisor.com.sg/Profile/FionPoh,FionPoh,"
Singapore, Singapore",,22,2,2020-01-30 10:02:25.112493
https://www.tripadvisor.com.sg/Profile/Freddes,Freddes,"
Abu Dhabi, United Arab Emirates",,429,176,2020-01-30 10:02:31.098373
https://www.tripadvisor.com.sg/Profile/Emma S,Emma S,"
Singapore, Singapore",,40,19,2020-01-30 10:02:31.418306
https://www.tripadvisor.com.sg/Profile/sherrybaby7,sherrybaby7,"
Singapore, Singapore",,65,16,2020-01-30 10:02:31.736083
https://www.tripadvisor.com.sg/Profile/CheckW,CheckW,"
Singapore, Singapore",,43,12,2020-01-30 10:02:32.084733
https://www.tripadvisor.com.sg/Profile/PeterOdgaard,PeterOdgaard,"
Aarhus, Denmark",,572,134,2020-01-30 10:02:32.379641
https://www.tripadvisor.com.sg/Profile/alisonm11111,alisonm11111,,,6,,2020-01-30 10:02:32.656989
https://www.tripadvisor.com.sg/Profile/HulaMN,HulaMN,"
Sheffield, United Kingdom",,137,35,2020-01-30 10:02:32.988172
https://www.tripadvisor.com.sg/Profile/K B,K B,"
Edmonton, Canada",,48,16,2020-01-30 10:02:33.356671
https://www.tripadvisor.com.sg/Profile/eylit,eylit,"
Singapore, Singapore",,12,6,2020-01-30 10:02:33.667377
https://www.tripadvisor.com.sg/Profile/MDSPOCK,MDSPOCK,,,14,2,2020-01-30 10:02:34.036313
https://www.tripadvisor.com.sg/Profile/JJ E,JJ E,"
Port Macquarie, Australia",,175,34,2020-01-30 10:02:39.958063
https://www.tripadvisor.com.sg/Profile/Bart V,Bart V,"
Omemee",,21,4,2020-01-30 10:02:40.333160
https://www.tripadvisor.com.sg/Profile/Locksbottom,Locksbottom,"
Orpington, United Kingdom",,208,67,2020-01-30 10:02:40.646166
https://www.tripadvisor.com.sg/Profile/talk2shelly,talk2shelly,"
Singapore, Singapore",,2,,2020-01-30 10:02:40.983257
https://www.tripadvisor.com.sg/Profile/Slimegirl_88,Slimegirl_88,,,1,,2020-01-30 10:02:41.317419
https://www.tripadvisor.com.sg/Profile/Bellsie17,Bellsie17,"
Dubbo, Australia",,373,159,2020-01-30 10:02:41.659483
https://www.tripadvisor.com.sg/Profile/BimmerTaipan,BimmerTaipan,"
Fresno, California",,39,14,2020-01-30 10:02:41.964034
https://www.tripadvisor.com.sg/Profile/captk2071,captk2071,"
Sydney, Australia",,170,118,2020-01-30 10:02:42.299200
