REVIEWER_URL,REVIEWER_NAME,RAW_HOME_LOCATION,CLEANED_HOME_LOCATION,NUMBER_OF_CONTRIBUTIONS,HELPFUL_VOTES,REVIEWER_UPDATED_TIME
https://www.tripadvisor.com.sg/Profile/Vayu43,Vayu43,"
Hyderabad, India",,137,16,2020-01-30 09:52:17.514441
https://www.tripadvisor.com.sg/Profile/Miketwz,Miketwz,"
Singapore",,154,27,2020-01-30 09:52:17.845897
https://www.tripadvisor.com.sg/Profile/prvenkatr,prvenkatr,"
Singapore, Singapore",,1,1,2020-01-30 09:52:18.248369
https://www.tripadvisor.com.sg/Profile/Pradeep Kumar C,Pradeep Kumar C,,,19,2,2020-01-30 09:52:18.595894
https://www.tripadvisor.com.sg/Profile/KhadBi,KhadBi,"
Singapore, Singapore",,52,19,2020-01-30 09:52:18.992450
https://www.tripadvisor.com.sg/Profile/PhilJR70,PhilJR70,"
Southampton, United Kingdom",,116,40,2020-01-30 09:52:19.350525
https://www.tripadvisor.com.sg/Profile/Raz5253,Raz5253,"
Singapore, Singapore",,245,85,2020-01-30 09:52:19.636926
https://www.tripadvisor.com.sg/Profile/Chermeee,Chermeee,,,1,1,2020-01-30 09:52:20.012516
https://www.tripadvisor.com.sg/Profile/Exceeding_Joy,Exceeding_Joy,"
Singapore, Singapore",,135,61,2020-01-30 09:52:20.337903
https://www.tripadvisor.com.sg/Profile/div106,div106,"
New Delhi, India",,364,123,2020-01-30 09:52:20.617077
https://www.tripadvisor.com.sg/Profile/martinhelmantel,martinhelmantel,"
Singapore, Singapore",,189,35,2020-01-30 09:52:26.532330
https://www.tripadvisor.com.sg/Profile/Roger H,Roger H,"
Singapore, Singapore",,23,4,2020-01-30 09:52:26.892545
https://www.tripadvisor.com.sg/Profile/casadeta,casadeta,"
Taipei, TAIWAN",,7,3,2020-01-30 09:52:27.202905
https://www.tripadvisor.com.sg/Profile/Tim_Tina_Y,Tim_Tina_Y,,,216,98,2020-01-30 09:52:27.544756
https://www.tripadvisor.com.sg/Profile/penni51,penni51,"
Gloucestershire, United Kingdom",,49,11,2020-01-30 09:52:27.878755
https://www.tripadvisor.com.sg/Profile/K P,K P,"
Singapore, Singapore",,46,29,2020-01-30 09:52:28.180880
https://www.tripadvisor.com.sg/Profile/caroltay2018,caroltay2018,"
Singapore, Singapore",,248,63,2020-01-30 09:52:28.524427
https://www.tripadvisor.com.sg/Profile/TheMortons001,TheMortons001,"
Edinburgh, United Kingdom",,250,79,2020-01-30 09:52:28.919137
https://www.tripadvisor.com.sg/Profile/mrsmon2016,mrsmon2016,"
Leeds, United Kingdom",,323,194,2020-01-30 09:52:29.283122
https://www.tripadvisor.com.sg/Profile/adept1888,adept1888,"
Singapore, Singapore",,43,9,2020-01-30 09:52:29.602615
