REVIEWER_URL,REVIEWER_NAME,RAW_HOME_LOCATION,CLEANED_HOME_LOCATION,NUMBER_OF_CONTRIBUTIONS,HELPFUL_VOTES,REVIEWER_UPDATED_TIME
https://www.tripadvisor.com.sg/Profile/LiuYixiang,LiuYixiang,"
Singapore, Singapore",,1,,2020-01-30 13:05:31.635567
https://www.tripadvisor.com.sg/Profile/russellw907,russellw907,"
Canberra, Australia",,17,3,2020-01-30 13:05:32.005227
https://www.tripadvisor.com.sg/Profile/bunnyhopscotch,bunnyhopscotch,,,22,5,2020-01-30 13:05:32.296998
https://www.tripadvisor.com.sg/Profile/LizRNZ76,LizRNZ76,"
Christchurch, New Zealand",,57,17,2020-01-30 13:05:32.615924
https://www.tripadvisor.com.sg/Profile/Uday V,Uday V,"
Pune, India",,74,17,2020-01-30 13:05:32.990827
https://www.tripadvisor.com.sg/Profile/siddey2015,siddey2015,"
Bengaluru, India",,162,19,2020-01-30 13:05:33.402976
https://www.tripadvisor.com.sg/Profile/Cilla_Caitlin,Cilla_Caitlin,"
Kuching, Malaysia",,81,41,2020-01-30 13:05:33.822329
https://www.tripadvisor.com.sg/Profile/kjarns,kjarns,"
Trondheim, Norway",,26,10,2020-01-30 13:05:34.175181
https://www.tripadvisor.com.sg/Profile/BurleighSurfer,BurleighSurfer,"
Burleigh Heads, Australia",,203,78,2020-01-30 13:05:34.554335
https://www.tripadvisor.com.sg/Profile/JPDallas,JPDallas,"
Dallas, Texas",,607,393,2020-01-30 13:05:34.952207
https://www.tripadvisor.com.sg/Profile/AnaAmaralCardoso,AnaAmaralCardoso,,,13,4,2020-01-30 13:05:40.977899
https://www.tripadvisor.com.sg/Profile/123TEM,123TEM,"
Jakarta, Indonesia",,55,8,2020-01-30 13:05:41.319854
https://www.tripadvisor.com.sg/Profile/ExVotoFatum,ExVotoFatum,"
Hanoi, Vietnam",,204,78,2020-01-30 13:05:41.643649
https://www.tripadvisor.com.sg/Profile/waizyi,waizyi,"
Singapore, Singapore",,112,29,2020-01-30 13:05:41.944407
https://www.tripadvisor.com.sg/Profile/RahulMD,RahulMD,"
New Orleans, Louisiana",,902,360,2020-01-30 13:05:42.313744
https://www.tripadvisor.com.sg/Profile/richardgG1237GW,richardgG1237GW,"
Portland, Oregon",,767,173,2020-01-30 13:05:42.669749
https://www.tripadvisor.com.sg/Profile/piperodette,piperodette,"
Jakarta, Indonesia",,1,,2020-01-30 13:05:42.998897
https://www.tripadvisor.com.sg/Profile/ara_elle,ara_elle,"
Jakarta",,46,30,2020-01-30 13:05:43.417527
https://www.tripadvisor.com.sg/Profile/Sam L,Sam L,,,3,1,2020-01-30 13:05:43.786123
https://www.tripadvisor.com.sg/Profile/Sinag,Sinag,"
Kuala Lumpur, Malaysia",,444,181,2020-01-30 13:05:44.123041
https://www.tripadvisor.com.sg/Profile/Mazmannan,Mazmannan,"
Basingstoke, United Kingdom",,865,280,2020-01-30 13:05:50.012594
https://www.tripadvisor.com.sg/Profile/Bei W,Bei W,"
Singapore",,7,2,2020-01-30 13:05:50.386413
https://www.tripadvisor.com.sg/Profile/wsjd,wsjd,"
Singapore",,41,3,2020-01-30 13:05:50.695488
https://www.tripadvisor.com.sg/Profile/kathysim1,kathysim1,"
Singapore, Singapore",,16,,2020-01-30 13:05:50.976822
