POI_INDEX,ASPECTS,ATTRACTION_TYPES,ASPECTS_CRAWLED_TIME
1,flower dome,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.162380
1,light show,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.178771
1,cloud forest,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.195397
1,super trees,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.211427
1,sky walk,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.228103
1,ocbc skyway,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.245224
1,supertree grove,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.273937
1,satay,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.295088
1,plants and flowers,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.316189
1,beautiful garden,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.332171
1,air conditioned,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.353612
1,visiting singapore,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.373402
1,walk around,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.393021
1,domes,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.411009
1,waterfall,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.428113
1,observatories,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.445344
1,avatar,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.461852
1,nature,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.478092
1,walkway,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.495026
1,flora,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.510952
1,heat,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.527370
1,mrt,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:25:41.544171
2,orchid garden,"Nature & Parks, Gardens",2020-02-21 20:25:54.840949
2,swan lake,"Nature & Parks, Gardens",2020-02-21 20:25:54.857851
2,evolution garden,"Nature & Parks, Gardens",2020-02-21 20:25:54.874196
2,busy city,"Nature & Parks, Gardens",2020-02-21 20:25:54.890094
2,children's garden,"Nature & Parks, Gardens",2020-02-21 20:25:54.906894
2,monitor lizards,"Nature & Parks, Gardens",2020-02-21 20:25:54.923968
2,free entry,"Nature & Parks, Gardens",2020-02-21 20:25:54.940125
2,few hours,"Nature & Parks, Gardens",2020-02-21 20:25:54.956535
2,plants and trees,"Nature & Parks, Gardens",2020-02-21 20:25:54.973641
2,hop on hop off bus,"Nature & Parks, Gardens",2020-02-21 20:25:54.990004
2,mrt station,"Nature & Parks, Gardens",2020-02-21 20:25:55.006711
2,entrance fee,"Nature & Parks, Gardens",2020-02-21 20:25:55.024563
2,couple of hours,"Nature & Parks, Gardens",2020-02-21 20:25:55.041545
2,orchard road,"Nature & Parks, Gardens",2020-02-21 20:25:55.057263
2,walk around,"Nature & Parks, Gardens",2020-02-21 20:25:55.073816
2,picnic,"Nature & Parks, Gardens",2020-02-21 20:25:55.091123
2,nature,"Nature & Parks, Gardens",2020-02-21 20:25:55.107493
2,lakes,"Nature & Parks, Gardens",2020-02-21 20:25:55.124259
2,ginger,"Nature & Parks, Gardens",2020-02-21 20:25:55.140995
2,turtles,"Nature & Parks, Gardens",2020-02-21 20:25:55.157700
2,paths,"Nature & Parks, Gardens",2020-02-21 20:25:55.173640
2,rainforest,"Nature & Parks, Gardens",2020-02-21 20:25:55.189970
3,polar bear,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.578683
3,night safari,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.595400
3,white tiger,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.612874
3,feeding times,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.629980
3,animal shows,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.646927
3,animals seem,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.663747
3,river safari,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.680577
3,their natural habitat,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.696876
3,tram ride,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.713356
3,public transport,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.730122
3,bird park,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.747251
3,orangutans,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.763779
3,enclosures,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.780223
3,kfc,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.798525
3,cage,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.816192
3,lions,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.832455
3,conservation,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.849613
3,rainforest,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.866998
3,species,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.884325
3,heat,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.900883
3,mrt,"Outdoor Activities, Nature & Parks, Zoos & Aquariums",2020-02-21 20:26:08.917125
4,beautiful orchids,"Nature & Parks, Gardens",2020-02-21 20:26:22.099281
4,cool house,"Nature & Parks, Gardens",2020-02-21 20:26:22.116627
4,orchid lovers,"Nature & Parks, Gardens",2020-02-21 20:26:22.133463
4,different varieties,"Nature & Parks, Gardens",2020-02-21 20:26:22.150562
4,entry fee,"Nature & Parks, Gardens",2020-02-21 20:26:22.167466
4,on display,"Nature & Parks, Gardens",2020-02-21 20:26:22.184340
4,small fee,"Nature & Parks, Gardens",2020-02-21 20:26:22.201004
4,well worth the visit,"Nature & Parks, Gardens",2020-02-21 20:26:22.217723
4,couple of hours,"Nature & Parks, Gardens",2020-02-21 20:26:22.234811
4,visiting singapore,"Nature & Parks, Gardens",2020-02-21 20:26:22.253534
4,botanic,"Nature & Parks, Gardens",2020-02-21 20:26:22.270327
4,shapes,"Nature & Parks, Gardens",2020-02-21 20:26:22.287710
4,beauty,"Nature & Parks, Gardens",2020-02-21 20:26:22.304231
4,hybrid,"Nature & Parks, Gardens",2020-02-21 20:26:22.320870
4,plants,"Nature & Parks, Gardens",2020-02-21 20:26:22.337894
4,species,"Nature & Parks, Gardens",2020-02-21 20:26:22.354104
4,camera,"Nature & Parks, Gardens",2020-02-21 20:26:22.370832
4,paths,"Nature & Parks, Gardens",2020-02-21 20:26:22.387622
4,thousands,"Nature & Parks, Gardens",2020-02-21 20:26:22.404518
4,heat,"Nature & Parks, Gardens",2020-02-21 20:26:22.422180
4,stroll,"Nature & Parks, Gardens",2020-02-21 20:26:22.437776
4,sgd,"Nature & Parks, Gardens",2020-02-21 20:26:22.454565
5,flower dome,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.431368
5,indoor waterfall,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.448010
5,global warming,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.464652
5,climate change,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.481827
5,different levels,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.499547
5,plant life,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.514873
5,beautiful plants,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.531380
5,afraid of heights,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.547969
5,air conditioned,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.564639
5,take your time,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.581412
5,visiting singapore,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.598159
5,bay,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.615904
5,flowers,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.632069
5,misting,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.648517
5,nature,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.665211
5,misty,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.681804
5,heat,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.698518
5,structure,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.715237
5,flora,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.731639
5,domes,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.748596
5,jacket,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.765615
5,conservatory,"Nature & Parks, Sights & Landmarks, Points of Interest & Landmarks, Gardens",2020-02-21 20:26:36.782358
6,infinity pool,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.249424
6,observation deck,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.265966
6,hotel guests,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.289141
6,sky park,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.311423
6,la vie,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.372252
6,marina bay sands,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.416001
6,views are amazing,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.437530
6,singapore flyer,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.456111
6,night view,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.473843
6,rooftop bar,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.491729
6,laser show,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.510502
6,light show,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.527754
6,tower,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.544073
6,skyline,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.560963
6,mbs,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.577330
6,ships,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.593570
6,sgd,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.610323
6,landmark,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.628202
6,structure,"Sights & Landmarks, Observation Decks & Towers, Points of Interest & Landmarks",2020-02-21 20:26:50.643703
7,london eye,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.712552
7,ferris wheel,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.728647
7,eye view,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.744215
7,entire city,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.761460
7,city lights,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.777795
7,marina bay sands,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.794815
7,afraid of heights,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.810718
7,night view,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.828790
7,air conditioned,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.844009
7,take photos,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.861305
7,capsule,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.878675
7,ride,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.899047
7,rotating,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.916787
7,queue,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.934559
7,skyline,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.952068
7,carriage,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.969179
7,movement,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:03.988493
7,dusk,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:04.005839
7,track,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:04.023444
7,circuit,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:04.044013
7,ships,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:04.061269
7,sgd,"Sights & Landmarks, Points of Interest & Landmarks, Observation Decks & Towers",2020-02-21 20:27:04.077471
8,transport system,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.189716
8,always on time,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.204288
8,ez link card,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.218966
8,unlimited travel,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.234473
8,travel card,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.249654
8,tourist card,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.265402
8,trains run,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.281214
8,day pass,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.297051
8,mrt stations,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.312676
8,changi airport,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.328353
8,air conditioned,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.343865
8,network,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.359134
8,systems,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.374267
8,commuters,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.388983
8,user,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.403583
8,frequency,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.418767
8,connectivity,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.433553
8,passes,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.447878
8,efficiency,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.462492
8,platform,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.477281
8,taxis,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.492017
8,punctual,"Transportation, Mass Transportation Systems",2020-02-21 20:27:17.506738
9,lory loft,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.532634
9,waterfall aviary,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.551439
9,high flyers show,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.568492
9,lorry loft,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.585469
9,penguin feeding,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.600751
9,penguin coast,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.618071
9,tram ride,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.635010
9,different species,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.651418
9,singapore zoo,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.667448
9,night safari,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.685782
9,must visit place,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.701099
9,public transport,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.717329
9,parrots,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.733859
9,aviaries,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.751111
9,boon,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.767623
9,hawk,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.785634
9,sails,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.801513
9,cage,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.817970
9,nature,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.835024
9,collection,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.851597
9,mrt,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.869041
9,habitat,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 20:27:30.888879
10,light show,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:44.915450
10,super trees,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:44.932554
10,sky walk,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:44.949011
10,garden rhapsody,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:44.965385
10,elevated walkway,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:44.982553
10,ocbc skyway,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:44.998644
10,every evening,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.015496
10,lit up at night,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.032190
10,beautiful at night,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.048846
10,marina bay sands,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.066473
10,visiting singapore,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.086263
10,cloud forest,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.102639
10,lightshow,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.119506
10,avatar,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.135829
10,dusk,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.151798
10,daylight,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.167435
10,daytime,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.184074
10,plants,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.200636
10,8pm,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.217649
10,domes,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.233787
10,mrt,"Sights & Landmarks, Museums, Points of Interest & Landmarks, Observatories & Planetariums",2020-02-21 20:27:45.251018
11,sentosa island,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.512709
11,mount faber,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.528639
11,harbour front,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.546691
11,nice ride,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.562736
11,aerial view,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.581713
11,eye view,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.598547
11,vivo city,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.616029
11,scared of heights,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.631188
11,views are amazing,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.648012
11,day pass,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.665194
11,cars,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.681845
11,harbourfront,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.699006
11,attractions,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.714474
11,ships,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.731412
11,journey,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.749001
11,peak,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.765907
11,sgd,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.782784
11,mrt,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.798889
11,bay,"Sights & Landmarks, Transportation, Lookouts, Tramways, Scenic Walking Areas",2020-02-21 20:27:59.816007
12,lee kuan yew,"Museums, Speciality Museums",2020-02-21 20:28:12.784494
12,japanese occupation,"Museums, Speciality Museums",2020-02-21 20:28:12.813541
12,beautiful building,"Museums, Speciality Museums",2020-02-21 20:28:12.845469
12,special exhibit,"Museums, Speciality Museums",2020-02-21 20:28:12.888400
12,interesting history,"Museums, Speciality Museums",2020-02-21 20:28:12.921518
12,guided tour,"Museums, Speciality Museums",2020-02-21 20:28:12.941971
12,fort canning park,"Museums, Speciality Museums",2020-02-21 20:28:12.959902
12,few hours,"Museums, Speciality Museums",2020-02-21 20:28:12.977005
12,couple of hours,"Museums, Speciality Museums",2020-02-21 20:28:12.994524
12,worth a visit,"Museums, Speciality Museums",2020-02-21 20:28:13.012041
12,rainy day,"Museums, Speciality Museums",2020-02-21 20:28:13.029865
12,on display,"Museums, Speciality Museums",2020-02-21 20:28:13.046797
12,entrance fee,"Museums, Speciality Museums",2020-02-21 20:28:13.065064
12,exhibits,"Museums, Speciality Museums",2020-02-21 20:28:13.080954
12,rotunda,"Museums, Speciality Museums",2020-02-21 20:28:13.097755
12,galleries,"Museums, Speciality Museums",2020-02-21 20:28:13.115265
12,independence,"Museums, Speciality Museums",2020-02-21 20:28:13.132607
12,culture,"Museums, Speciality Museums",2020-02-21 20:28:13.152234
12,founding,"Museums, Speciality Museums",2020-02-21 20:28:13.171034
12,singapura,"Museums, Speciality Museums",2020-02-21 20:28:13.189644
12,audio,"Museums, Speciality Museums",2020-02-21 20:28:13.208491
12,development,"Museums, Speciality Museums",2020-02-21 20:28:13.227036
13,chinese new year,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.386719
13,food street,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.404288
13,smith street,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.421260
13,chinese food,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.438603
13,china towns,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.455531
13,cheap souvenirs,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.472212
13,people's park,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.489155
13,market stalls,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.509051
13,souvenir shopping,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.524906
13,pagoda street,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.542014
13,buddha tooth relic temple,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.560411
13,for sale,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.578361
13,lots of shops,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.594904
13,worth a visit,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.611400
13,great place to visit,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.627729
13,mrt station,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.644462
13,food court,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.661358
13,little india,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.678686
13,walk around,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.695751
13,bargains,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.711345
13,gifts,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.728235
13,culture,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:28:26.744958
14,indoor waterfall,"Shopping, Shopping Malls",2020-02-21 20:28:39.617649
14,canopy park,"Shopping, Shopping Malls",2020-02-21 20:28:39.634098
14,early check,"Shopping, Shopping Malls",2020-02-21 20:28:39.650794
14,shake shack,"Shopping, Shopping Malls",2020-02-21 20:28:39.668872
14,shopping mall,"Shopping, Shopping Malls",2020-02-21 20:28:39.686845
