POI_INDEX,ASPECTS,ATTRACTION_TYPES,ASPECTS_CRAWLED_TIME
103,food court,"Shopping, Department Stores",2020-02-21 20:48:54.088044
103,cendol,"Shopping, Department Stores",2020-02-21 20:48:54.107584
103,orchard road,"Shopping, Department Stores",2020-02-21 20:48:54.126688
103,women's section,"Shopping, Department Stores",2020-02-21 20:48:54.146084
103,beautiful store,"Shopping, Department Stores",2020-02-21 20:48:54.169228
103,shopping mall,"Shopping, Department Stores",2020-02-21 20:48:54.190740
103,food market,"Shopping, Department Stores",2020-02-21 20:48:54.214821
103,chicken pie,"Shopping, Department Stores",2020-02-21 20:48:54.235822
103,shopping experience,"Shopping, Department Stores",2020-02-21 20:48:54.256064
103,satay,"Shopping, Department Stores",2020-02-21 20:48:54.276649
103,tunas,"Shopping, Department Stores",2020-02-21 20:48:54.295793
103,pau,"Shopping, Department Stores",2020-02-21 20:48:54.318132
103,underpass,"Shopping, Department Stores",2020-02-21 20:48:54.337696
103,cosmetics,"Shopping, Department Stores",2020-02-21 20:48:54.356733
103,takashimaya,"Shopping, Department Stores",2020-02-21 20:48:54.376975
103,gadgets,"Shopping, Department Stores",2020-02-21 20:48:54.396046
103,gifts,"Shopping, Department Stores",2020-02-21 20:48:54.415887
103,landmark,"Shopping, Department Stores",2020-02-21 20:48:54.436725
103,hawker,"Shopping, Department Stores",2020-02-21 20:48:54.456104
104,jurong east,"Shopping, Shopping Malls",2020-02-21 20:49:07.426873
104,hush puppies,"Shopping, Shopping Malls",2020-02-21 20:49:07.445720
104,bakso,"Shopping, Shopping Malls",2020-02-21 20:49:07.462095
104,branded goods,"Shopping, Shopping Malls",2020-02-21 20:49:07.478837
104,giant supermarket,"Shopping, Shopping Malls",2020-02-21 20:49:07.494921
104,hai di lao,"Shopping, Shopping Malls",2020-02-21 20:49:07.512538
104,coach outlet,"Shopping, Shopping Malls",2020-02-21 20:49:07.528279
104,running shoes,"Shopping, Shopping Malls",2020-02-21 20:49:07.544318
104,sports wear,"Shopping, Shopping Malls",2020-02-21 20:49:07.559586
104,michael kors,"Shopping, Shopping Malls",2020-02-21 20:49:07.575175
104,huge discount,"Shopping, Shopping Malls",2020-02-21 20:49:07.593259
104,bargain hunting,"Shopping, Shopping Malls",2020-02-21 20:49:07.609264
104,meat station,"Shopping, Shopping Malls",2020-02-21 20:49:07.624844
104,great shopping,"Shopping, Shopping Malls",2020-02-21 20:49:07.640879
104,shopping experience,"Shopping, Shopping Malls",2020-02-21 20:49:07.659699
104,window shop,"Shopping, Shopping Malls",2020-02-21 20:49:07.676538
104,designer shops,"Shopping, Shopping Malls",2020-02-21 20:49:07.693478
104,orchard road,"Shopping, Shopping Malls",2020-02-21 20:49:07.709711
104,for sale,"Shopping, Shopping Malls",2020-02-21 20:49:07.725312
104,worth a visit,"Shopping, Shopping Malls",2020-02-21 20:49:07.742019
104,food court,"Shopping, Shopping Malls",2020-02-21 20:49:07.757714
104,,"Shopping, Shopping Malls",2020-02-21 20:49:07.774027
105,suntec city,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.743747
105,guinness book of records,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.762191
105,worth a visit,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.781282
105,laser show,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.810520
105,light show,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.827529
105,marina bay,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.844308
105,unity,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.865346
105,touching,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.888265
105,shopping,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.909184
105,hindu,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.931938
105,races,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.953806
105,bronze,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.976071
105,symbol,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.996665
106,pulau ubin,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.146749
106,the cool sea breeze,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.162562
106,shady trees,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.179789
106,monitor lizards,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.195496
106,family outing,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.213106
106,couple of hours,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.231292
106,playground,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.248766
106,mangroves,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.269033
106,fishing,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.287341
106,pony,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.306765
106,picnic,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.325581
106,wildlife,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.343803
106,ponies,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.362552
106,gallop,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.378535
106,mrt,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.394557
106,nature,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.411896
106,extinct,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.428627
106,enthusiasts,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.445832
106,jog,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.462808
106,technological,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.481010
106,project,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.505084
106,mall,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.526178
107,royal caribbean,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.526693
107,clearing immigration,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.542186
107,free wifi is available,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.558323
107,luggage tags,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.575262
107,currency exchange,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.592025
107,mind boggling,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.608074
107,ferris wheel,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.624252
107,little india,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.640746
107,seas,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.657747
107,ship,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.674525
107,terminal,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.691343
107,voyage,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.710053
107,taxis,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.731483
107,disembarked,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.747427
107,genting,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.763473
107,acrobats,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.780750
107,snaking,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.797720
107,shore,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.815119
107,ncl,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.831986
107,mrt,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.850436
107,instructions,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.871129
107,performance,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.889145
108,cold storage,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.125438
108,crystal jade,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.142933
108,visited holland,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.174638
108,original sin,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.218856
108,shopping centre,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.260731
108,mrt station,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.284437
108,food court,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.303411
108,food centre,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.320311
108,expats,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.338194
108,hawker,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.357498
108,cars,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.378898
108,clothing,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.401268
108,taxis,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.422067
108,orchard,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.440479
109,food stalls,"Events, Cultural Events",2020-02-21 20:50:15.357878
109,chinatown,"Events, Cultural Events",2020-02-21 20:50:15.374783
109,souvenirs,"Events, Cultural Events",2020-02-21 20:50:15.392084
109,nation,"Events, Cultural Events",2020-02-21 20:50:15.410686
109,shopping,"Events, Cultural Events",2020-02-21 20:50:15.429295
110,bodhi tree,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.418813
110,peaceful feeling,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.436944
110,knees and shoulders,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.454456
110,mrt station,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.471463
110,devotees,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.489560
110,donation,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.507725
110,buddhist,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.526127
110,vesak,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.543588
110,monk,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.560153
110,spiritual,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.577486
110,meditation,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.595269
110,monasteries,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.616065
110,lunar,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.633580
110,visitors,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.650895
110,ancestors,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.670318
110,architecture,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.688486
110,sin,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.706006
110,deceased,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.723836
110,culture,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.741260
110,shoes,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.759030
111,finish line,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.020707
111,betting slips,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.038887
111,night races,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.056755
111,great race,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.074171
111,picked up from our hotel,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.092660
111,ez link card,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.110323
111,air conditioning,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.128053
111,horses,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.146487
111,bandstand,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.165373
111,track,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.182909
111,riding,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.200943
111,lounge,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.218869
111,tickets,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.237563
111,mrt,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.255508
111,parade,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.273956
112,water play,"Nature & Parks, Gardens",2020-02-21 20:50:56.222037
112,sand pit,"Nature & Parks, Gardens",2020-02-21 20:50:56.239397
112,flying fox,"Nature & Parks, Gardens",2020-02-21 20:50:56.255747
112,suspension bridge,"Nature & Parks, Gardens",2020-02-21 20:50:56.273433
112,older kids,"Nature & Parks, Gardens",2020-02-21 20:50:56.290374
112,great place for kids,"Nature & Parks, Gardens",2020-02-21 20:50:56.307200
112,insect repellent,"Nature & Parks, Gardens",2020-02-21 20:50:56.323847
112,zip line,"Nature & Parks, Gardens",2020-02-21 20:50:56.340745
112,bukit timah,"Nature & Parks, Gardens",2020-02-21 20:50:56.357445
112,playground,"Nature & Parks, Gardens",2020-02-21 20:50:56.374688
112,maze,"Nature & Parks, Gardens",2020-02-21 20:50:56.391600
112,park,"Nature & Parks, Gardens",2020-02-21 20:50:56.408050
112,sensory,"Nature & Parks, Gardens",2020-02-21 20:50:56.424846
112,plants,"Nature & Parks, Gardens",2020-02-21 20:50:56.442475
112,nature,"Nature & Parks, Gardens",2020-02-21 20:50:56.460687
112,activity,"Nature & Parks, Gardens",2020-02-21 20:50:56.482324
112,squirrels,"Nature & Parks, Gardens",2020-02-21 20:50:56.499190
112,mrt,"Nature & Parks, Gardens",2020-02-21 20:50:56.517088
112,botanic,"Nature & Parks, Gardens",2020-02-21 20:50:56.535401
113,shopping mall,"Traveller Resources, Conference & Convention Centres",2020-02-21 20:51:09.334713
113,marina square,"Traveller Resources, Conference & Convention Centres",2020-02-21 20:51:09.351497
113,walk around,"Traveller Resources, Conference & Convention Centres",2020-02-21 20:51:09.368029
113,fairs,"Traveller Resources, Conference & Convention Centres",2020-02-21 20:51:09.385895
113,mrt,"Traveller Resources, Conference & Convention Centres",2020-02-21 20:51:09.402028
114,nativity scene,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.587677
114,renaissance style,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.637362
114,christmas village,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.679131
114,old church,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.723315
114,national monument,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.765692
114,open to the public,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.787449
114,beautiful architecture,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.807785
114,peaceful place,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.823587
114,air conditioned,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.838378
114,choir,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.854078
114,mass,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.869959
114,catholic,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.885146
114,oldest,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.900756
114,prayer,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.916897
114,adoration,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.932590
114,sermon,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.948109
114,holy,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.965200
114,collection,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.980474
114,visitors,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.996082
114,light,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:23.012412
115,food republic,"Shopping, Shopping Malls",2020-02-21 20:51:36.317056
115,shopping mall,"Shopping, Shopping Malls",2020-02-21 20:51:36.333035
115,orchard road,"Shopping, Shopping Malls",2020-02-21 20:51:36.350524
115,lots of shops selling,"Shopping, Shopping Malls",2020-02-21 20:51:36.366408
115,large food court,"Shopping, Shopping Malls",2020-02-21 20:51:36.382375
115,popular shopping,"Shopping, Shopping Malls",2020-02-21 20:51:36.398827
115,basement level,"Shopping, Shopping Malls",2020-02-21 20:51:36.415825
115,dining options,"Shopping, Shopping Malls",2020-02-21 20:51:36.432589
115,ngee ann city,"Shopping, Shopping Malls",2020-02-21 20:51:36.447684
115,sneakers,"Shopping, Shopping Malls",2020-02-21 20:51:36.464117
115,foodcourt,"Shopping, Shopping Malls",2020-02-21 20:51:36.481720
115,library,"Shopping, Shopping Malls",2020-02-21 20:51:36.498808
115,clothing,"Shopping, Shopping Malls",2020-02-21 20:51:36.516789
115,mrt,"Shopping, Shopping Malls",2020-02-21 20:51:36.534302
116,sri mariamman temple,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.409179
116,chinatown heritage centre,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.424853
116,authentic chinese,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.440857
116,shops selling,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.458704
116,mrt station,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.475098
116,worth a visit,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.491431
116,opium,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.507424
116,souvenirs,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.523325
116,dens,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.540694
116,traders,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.556981
116,stalls,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.573344
116,clothing,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.589529
116,shophouse,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.605435
116,shopping,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.621271
116,shoppers,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.636871
116,visitors,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.652097
117,little india,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.159293
117,permanent galleries,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.202099
117,special exhibition,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.234112
117,interesting museum,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.254978
117,guided tour,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.274194
117,worth visiting if you are,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.290567
117,colonial era,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.306558
117,past and present,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.323012
117,wealth of information,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.340047
117,entrance fee,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.356800
117,on display,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.374450
117,free tour,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.392411
117,escape the heat,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.409934
117,couple of hours,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.427194
117,air conditioned,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.444321
117,contribution,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.461212
117,migration,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.478788
117,artifacts,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.499799
117,culture,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.518520
117,ihc,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.536540
117,script,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.555399
117,,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.573028
118,childhood memories,"Museums, Speciality Museums",2020-02-21 20:52:18.048008
118,vintage toys,"Museums, Speciality Museums",2020-02-21 20:52:18.082550
118,star wars,"Museums, Speciality Museums",2020-02-21 20:52:18.115587
118,cartoon characters,"Museums, Speciality Museums",2020-02-21 20:52:18.148265
118,private collection,"Museums, Speciality Museums",2020-02-21 20:52:18.167274
118,walk down memory lane,"Museums, Speciality Museums",2020-02-21 20:52:18.186110
118,betty boop,"Museums, Speciality Museums",2020-02-21 20:52:18.203481
118,seah street,"Museums, Speciality Museums",2020-02-21 20:52:18.219648
118,cool stuff,"Museums, Speciality Museums",2020-02-21 20:52:18.236083
118,raffles hotel,"Museums, Speciality Museums",2020-02-21 20:52:18.252623
118,impressive collection,"Museums, Speciality Museums",2020-02-21 20:52:18.269415
118,young at heart,"Museums, Speciality Museums",2020-02-21 20:52:18.287139
118,on display,"Museums, Speciality Museums",2020-02-21 20:52:18.302967
118,great place to visit,"Museums, Speciality Museums",2020-02-21 20:52:18.320368
118,collector,"Museums, Speciality Museums",2020-02-21 20:52:18.337059
118,collectibles,"Museums, Speciality Museums",2020-02-21 20:52:18.353058
118,beatles,"Museums, Speciality Museums",2020-02-21 20:52:18.369597
118,tintin,"Museums, Speciality Museums",2020-02-21 20:52:18.386425
118,ultraman,"Museums, Speciality Museums",2020-02-21 20:52:18.404906
118,curator,"Museums, Speciality Museums",2020-02-21 20:52:18.422547
118,grouped,"Museums, Speciality Museums",2020-02-21 20:52:18.439484
118,,"Museums, Speciality Museums",2020-02-21 20:52:18.455456
119,maxwell food centre,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:52:31.385023
119,bridal shops,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:52:31.419556
119,fruit stalls,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:52:31.454453
119,chicken rice stall,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:52:31.487917
119,shopping centre,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:52:31.513729
119,shophouse,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:52:31.531029
119,amara,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:52:31.547643
119,cuisine,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:52:31.564653
119,temple,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:52:31.581150
119,sg,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:52:31.599361
119,chinese,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:52:31.615464
119,tourists,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:52:31.630923
119,queue,"Other, Sights & Landmarks, Neighbourhoods",2020-02-21 20:52:31.647003
120,st john,"Nature & Parks, Outdoor Activities, Beaches",2020-02-21 20:52:44.590773
120,marina south pier,"Nature & Parks, Outdoor Activities, Beaches",2020-02-21 20:52:44.606422
120,short getaway,"Nature & Parks, Outdoor Activities, Beaches",2020-02-21 20:52:44.621676
120,beautiful beach,"Nature & Parks, Outdoor Activities, Beaches",2020-02-21 20:52:44.636821
120,causeway,"Nature & Parks, Outdoor Activities, Beaches",2020-02-21 20:52:44.652712
120,ferry,"Nature & Parks, Outdoor Activities, Beaches",2020-02-21 20:52:44.667985
120,shelter,"Nature & Parks, Outdoor Activities, Beaches",2020-02-21 20:52:44.683176
120,picnic,"Nature & Parks, Outdoor Activities, Beaches",2020-02-21 20:52:44.698603
120,fishing,"Nature & Parks, Outdoor Activities, Beaches",2020-02-21 20:52:44.713665
120,otters,"Nature & Parks, Outdoor Activities, Beaches",2020-02-21 20:52:44.729025
120,yacht,"Nature & Parks, Outdoor Activities, Beaches",2020-02-21 20:52:44.744852
120,journey,"Nature & Parks, Outdoor Activities, Beaches",2020-02-21 20:52:44.760390
120,sentosa,"Nature & Parks, Outdoor Activities, Beaches",2020-02-21 20:52:44.775643
120,mrt,"Nature & Parks, Outdoor Activities, Beaches",2020-02-21 20:52:44.791449
121,peranakan culture,"Sights & Landmarks, Historic Sites, Architectural Buildings",2020-02-21 20:52:57.776367
121,self guided,"Sights & Landmarks, Historic Sites, Architectural Buildings",2020-02-21 20:52:57.809445
121,national university of singapore,"Sights & Landmarks, Historic Sites, Architectural Buildings",2020-02-21 20:52:57.840181
121,guided tours are,"Sights & Landmarks, Historic Sites, Architectural Buildings",2020-02-21 20:52:57.865141
121,fascinating glimpse,"Sights & Landmarks, Historic Sites, Architectural Buildings",2020-02-21 20:52:57.886841
121,hour tour,"Sights & Landmarks, Historic Sites, Architectural Buildings",2020-02-21 20:52:57.902322
121,ask questions,"Sights & Landmarks, Historic Sites, Architectural Buildings",2020-02-21 20:52:57.917528
121,interesting tour,"Sights & Landmarks, Historic Sites, Architectural Buildings",2020-02-21 20:52:57.932778
