REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,4,166,//www.qyer.com/u/1862743,4,2016-04-26,福康宁公园下来就是，这个教堂不大，建筑比较西式，小雕塑很精美。,2020-02-03 13:50:07.416303
