REVIEW_INDEX,WEBSITE_INDEX,POI_INDEX,REVIEWER_URL,REVIEW_RATING,REVIEW_DATE,REVIEW_BODY,ATTRIBUTES_CRAWLED_TIME
,4,92,//www.qyer.com/u/1202028,5,2018-05-31,不定期会有新加坡交响乐团或华乐团的演出，每月都会有一场免费演出。,2020-02-03 13:36:57.688879
