REVIEWER_URL,REVIEWER_NAME,RAW_HOME_LOCATION,CLEANED_HOME_LOCATION,NUMBER_OF_CONTRIBUTIONS,HELPFUL_VOTES,REVIEWER_UPDATED_TIME
https://www.tripadvisor.com.sg/Profile/relaxtripp,relaxtripp,"
Tiruppur, India",,223,135,2020-01-31 10:21:09.037909
https://www.tripadvisor.com.sg/Profile/srikanthav94,srikanthav94,"
Pattambi, India",,22,5,2020-01-31 10:21:09.427926
https://www.tripadvisor.com.sg/Profile/Ram V,Ram V,,,229,76,2020-01-31 10:21:09.809633
https://www.tripadvisor.com.sg/Profile/erickson4048,erickson4048,"
Manila, Philippines",,37,2,2020-01-31 10:21:10.214724
https://www.tripadvisor.com.sg/Profile/Gints K,Gints K,"
Riga, Latvia",,124,83,2020-01-31 10:21:10.614213
https://www.tripadvisor.com.sg/Profile/Mala V,Mala V,,,7,2,2020-01-31 10:21:10.975790
https://www.tripadvisor.com.sg/Profile/div106,div106,"
New Delhi, India",,364,123,2020-01-31 10:21:11.352341
https://www.tripadvisor.com.sg/Profile/Rahul U,Rahul U,,,64,11,2020-01-31 10:21:11.724059
https://www.tripadvisor.com.sg/Profile/RahulU1980,RahulU1980,"
Mumbai, India",,46,9,2020-01-31 10:21:12.070178
https://www.tripadvisor.com.sg/Profile/Pasan A,Pasan A,"
Colombo, Sri Lanka",,54,13,2020-01-31 10:21:12.429896
https://www.tripadvisor.com.sg/Profile/Thinh_Nguyen_Phuoc,Thinh_Nguyen_Phuoc,"
Ho Chi Minh City, Vietnam",,46,14,2020-01-31 10:21:18.445293
https://www.tripadvisor.com.sg/Profile/David C,David C,"
Singapore, Singapore",,38,4,2020-01-31 10:21:18.798641
https://www.tripadvisor.com.sg/Profile/SR148Kandy,SR148Kandy,"
Kandy, Sri Lanka",,83,19,2020-01-31 10:21:19.154796
https://www.tripadvisor.com.sg/Profile/B1538MOcamillec,B1538MOcamillec,"
Essex, United Kingdom",,43,7,2020-01-31 10:21:19.526516
https://www.tripadvisor.com.sg/Profile/MikeC2237,MikeC2237,"
Gold Coast, Australia",,38,11,2020-01-31 10:21:19.901746
https://www.tripadvisor.com.sg/Profile/kiwimh,kiwimh,"
Cumming, Georgia",,71,26,2020-01-31 10:21:20.317038
https://www.tripadvisor.com.sg/Profile/wanet2015,wanet2015,"
Jakarta",,33,6,2020-01-31 10:21:20.712689
https://www.tripadvisor.com.sg/Profile/chewyjuice,chewyjuice,"
Singapore",,150,57,2020-01-31 10:21:21.079664
https://www.tripadvisor.com.sg/Profile/OzYuval,OzYuval,"
Rosh Pina, Israel",,52,8,2020-01-31 10:21:21.476740
https://www.tripadvisor.com.sg/Profile/RowdyMonster,RowdyMonster,,,71,51,2020-01-31 10:21:21.866551
https://www.tripadvisor.com.sg/Profile/rohanpillai1,rohanpillai1,"
Raleigh, North Carolina",,333,202,2020-01-31 10:21:27.726666
https://www.tripadvisor.com.sg/Profile/Mukta2016,Mukta2016,"
New Delhi, India",,448,52,2020-01-31 10:21:28.115544
https://www.tripadvisor.com.sg/Profile/abutaiyab,abutaiyab,"
Dhaka City, Bangladesh",,469,241,2020-01-31 10:21:28.486130
https://www.tripadvisor.com.sg/Profile/KGB777,KGB777,"
Singapore, Singapore",,6206,2379,2020-01-31 10:21:28.887757
https://www.tripadvisor.com.sg/Profile/raghu67,raghu67,"
Bengaluru, India",,264,130,2020-01-31 10:21:29.299045
https://www.tripadvisor.com.sg/Profile/Debra R,Debra R,"
Vienna, Virginia",,1703,758,2020-01-31 10:21:29.683975
https://www.tripadvisor.com.sg/Profile/rcsdev,rcsdev,"
Mumbai, India",,248,81,2020-01-31 10:21:30.072373
https://www.tripadvisor.com.sg/Profile/DrGallivanter,DrGallivanter,,,46,27,2020-01-31 10:21:30.458901
