WEBSITE_ID,REVIEW_ID,TYPE,TEXT,RELEVANCE,COUNT,CONFIDENCE,SENTIMENT_SCORE,SENTIMENT_LABEL,SADNESS,JOY,FEAR,DISGUST,ANGER,MIXED_SENTIMENT,DISAMBIGUATION_SUBTYPE,DISAMBIGUATION_NAME,DISAMBIGUATION_RESOURCE
1,666014061,Person,Marina BaySands,0.958279,1,0.671725,0.894945,positive,0.089415,0.680761,0.017302,0.047906,0.03503,,,,
1,666014061,Quantity,350 metres,0.857843,1,0.8,0.0,neutral,0.088426,0.130939,0.139361,0.047663,0.144208,,,,
1,666014061,Quantity,one bus,0.433165,1,0.8,0.0,neutral,0.138124,0.101078,0.109691,0.139892,0.077105,,,,
1,660809455,Quantity,20years,0.978348,1,0.8,0,neutral,0.29817,0.503567,0.102373,0.045156,0.039472,,,,
1,659891691,Person,Marina Barrage,0.958279,1,0.594227,-0.350015,negative,0.455071,0.260409,0.110073,0.049037,0.090418,,,,
1,659891691,Quantity,2 years,0.33583,1,0.8,0.589663,positive,0.253306,0.697459,0.049,0.013843,0.015881,,,,
1,659891691,Quantity,5 mins,0.092226,1,0.8,-0.288142,negative,0.369335,0.222477,0.224003,0.228533,0.197404,,,,
1,646214273,Facility,Marina dam,0.958279,1,0.611384,0,neutral,0.141327,0.096698,0.22717,0.080788,0.105727,,,,
1,646214273,Facility,Marina bay,0.583805,1,0.136627,0,neutral,0.141327,0.096698,0.22717,0.080788,0.105727,,,,
1,646214273,Quantity,360°,0.252124,1,0.8,0,neutral,0.146337,0.260153,0.193853,0.049591,0.109472,,,,
1,624161065,Location,Singapore,0.978348,1,0.909663,0.935625,positive,0.02897,0.861093,0.016994,0.035072,0.025367,,,Singapore,http://dbpedia.org/resource/Singapore
1,618836625,Location,Singapore,0.963296,1,0.059405,-0.384338,negative,0.416246,0.352916,0.11949,0.080058,0.110121,,,Singapore,http://dbpedia.org/resource/Singapore
1,618836625,Facility,East Coast Park,0.408091,1,0.238595,0.732148,positive,0.316561,0.306172,0.048506,0.037767,0.069671,,,,
1,617114445,Location,Singapore,0.963296,1,0.87855,0.73408,positive,0.096279,0.162672,0.0316,0.155635,0.033239,,,Singapore,http://dbpedia.org/resource/Singapore
1,617114445,Person,marina,0.707737,1,0.76688,0.830225,positive,0.104299,0.304679,0.072448,0.075724,0.060914,,,,
1,606528351,Facility,Flower Dome,0.978348,1,0.502859,0,neutral,0.143299,0.730344,0.031628,0.024126,0.019286,,,,
1,602819220,GeographicFeature,Marina Bay Sands,0.963296,1,0.53971,0.495159,positive,0.073878,0.622793,0.063863,0.065265,0.024175,,,,
1,602819220,Facility,Marina South MRT station,0.596028,1,0.54929,0.893591,positive,0.164368,0.073991,0.023422,0.109396,0.079244,,,,
1,583637052,Facility,kite store,0.958279,1,0.460184,-0.616314,negative,0.133661,0.208248,0.044283,0.048534,0.097639,,,,
1,583637052,Quantity,50 dollars,0.605714,1,0.8,0.4789,positive,0.133661,0.208248,0.044283,0.048534,0.097639,1,,,
1,583637052,Quantity,7 dollars,0.268753,1,0.8,0.922419,positive,0.047617,0.896583,0.007076,0.031537,0.019436,,,,
1,577250098,Person,Marina,0.958279,1,0.493304,0.0,neutral,0.202094,0.160309,0.181236,0.225952,0.160241,,,,
1,577250098,Location,Singapore,0.346999,1,0.965867,0.956352,positive,0.032696,0.801247,0.019308,0.006876,0.006203,,,Singapore,http://dbpedia.org/resource/Singapore
1,577250098,Sport,golf,0.126165,1,0.999586,0.0,neutral,0.164576,0.203972,0.081556,0.027152,0.029792,,"['BroadcastContent', 'OrganizationSector', 'TouristAttraction']",Golf,http://dbpedia.org/resource/Golf
1,571880069,Quantity,10 years,0.963296,1,0.8,0.753396,positive,0.305897,0.511521,0.068852,0.067474,0.036652,,,,
1,571880069,Location,singapore,0.068638,1,0.952033,0.993721,positive,0.019534,0.917752,0.033428,0.0074,0.015205,,,Singapore,http://dbpedia.org/resource/Singapore
1,565827801,Person,Marina,0.963296,1,0.917759,0.990736,positive,0.025851,0.835642,0.010485,0.01869,0.01607,,,,
1,565827801,Location,Singapore,0.917911,1,0.992553,0.949532,positive,0.097763,0.46696,0.127399,0.045646,0.154848,,,Singapore,http://dbpedia.org/resource/Singapore
1,543252367,Person,Marina Barrage,0.958279,1,0.720359,0,neutral,0.176335,0.43311,0.077476,0.046078,0.024986,,,,
