,POI_INDEX,ASPECTS,ATTRACTION_TYPES,ASPECTS_CRAWLED_TIME
1941,99,shopping,"Shopping, Sights & Landmarks, Points of Interest & Landmarks, Flea & Street Markets",2020-02-21 20:48:00.975370
1942,100,guided tour,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.238590
1943,100,resting place,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.254311
1944,100,birds and butterflies,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.269307
1945,100,war heroes,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.285098
1946,100,hidden history,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.301500
1947,100,historical past,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.317129
1948,100,fascinating stories,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.332635
1949,100,fascinating walk,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.348459
1950,100,singapore history,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.366800
1951,100,insect repellent,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.382183
1952,100,weekend morning,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.398499
1953,100,enriching experience,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.413652
1954,100,chinese culture,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.429209
1955,100,old trees,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.445205
1956,100,wear good walking shoes,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.460384
1957,100,bring plenty of water,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.475280
1958,100,city state,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.491138
1959,100,nature lovers,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.507222
1960,100,giant trees,"Sights & Landmarks, Cemeteries",2020-02-21 20:48:14.523343
1961,101,food court,"Shopping, Flea & Street Markets",2020-02-21 20:48:27.549250
1962,101,flea market,"Shopping, Flea & Street Markets",2020-02-21 20:48:27.564430
1963,101,cheap shopping,"Shopping, Flea & Street Markets",2020-02-21 20:48:27.579384
1964,101,air conditioned,"Shopping, Flea & Street Markets",2020-02-21 20:48:27.594545
1965,101,souvenirs,"Shopping, Flea & Street Markets",2020-02-21 20:48:27.609838
1966,101,jollibee,"Shopping, Flea & Street Markets",2020-02-21 20:48:27.625443
1967,101,shoes,"Shopping, Flea & Street Markets",2020-02-21 20:48:27.640586
1968,101,watches,"Shopping, Flea & Street Markets",2020-02-21 20:48:27.657187
1969,101,clothing,"Shopping, Flea & Street Markets",2020-02-21 20:48:27.673065
1970,102,bus interchange,"Shopping, Shopping Malls",2020-02-21 20:48:40.544069
1971,102,boon lay mrt,"Shopping, Shopping Malls",2020-02-21 20:48:40.561433
1972,102,japanese food,"Shopping, Shopping Malls",2020-02-21 20:48:40.577804
1973,102,food court,"Shopping, Shopping Malls",2020-02-21 20:48:40.594619
1974,102,food paradise,"Shopping, Shopping Malls",2020-02-21 20:48:40.612351
1975,102,public library,"Shopping, Shopping Malls",2020-02-21 20:48:40.629090
1976,102,food street,"Shopping, Shopping Malls",2020-02-21 20:48:40.646447
1977,102,jurong bird park,"Shopping, Shopping Malls",2020-02-21 20:48:40.663088
1978,102,ntuc,"Shopping, Shopping Malls",2020-02-21 20:48:40.680071
1979,102,malaysia,"Shopping, Shopping Malls",2020-02-21 20:48:40.698397
1980,102,cinema,"Shopping, Shopping Malls",2020-02-21 20:48:40.716024
1981,102,tuas,"Shopping, Shopping Malls",2020-02-21 20:48:40.732808
1982,102,heartland,"Shopping, Shopping Malls",2020-02-21 20:48:40.749060
1983,102,boleh,"Shopping, Shopping Malls",2020-02-21 20:48:40.765921
1984,102,wares,"Shopping, Shopping Malls",2020-02-21 20:48:40.781725
1985,102,clothing,"Shopping, Shopping Malls",2020-02-21 20:48:40.797727
1986,102,foodcourt,"Shopping, Shopping Malls",2020-02-21 20:48:40.815040
1987,102,kfc,"Shopping, Shopping Malls",2020-02-21 20:48:40.831106
1988,102,mass,"Shopping, Shopping Malls",2020-02-21 20:48:40.846824
1989,102,varieties,"Shopping, Shopping Malls",2020-02-21 20:48:40.863476
1990,102,culture,"Shopping, Shopping Malls",2020-02-21 20:48:40.878996
1991,103,department store,"Shopping, Department Stores",2020-02-21 20:48:54.045032
1992,103,popiah,"Shopping, Department Stores",2020-02-21 20:48:54.068143
1993,103,food court,"Shopping, Department Stores",2020-02-21 20:48:54.088044
1994,103,cendol,"Shopping, Department Stores",2020-02-21 20:48:54.107584
1995,103,orchard road,"Shopping, Department Stores",2020-02-21 20:48:54.126688
1996,103,women's section,"Shopping, Department Stores",2020-02-21 20:48:54.146084
1997,103,beautiful store,"Shopping, Department Stores",2020-02-21 20:48:54.169228
1998,103,shopping mall,"Shopping, Department Stores",2020-02-21 20:48:54.190740
1999,103,food market,"Shopping, Department Stores",2020-02-21 20:48:54.214821
2000,103,chicken pie,"Shopping, Department Stores",2020-02-21 20:48:54.235822
2001,103,shopping experience,"Shopping, Department Stores",2020-02-21 20:48:54.256064
2002,103,satay,"Shopping, Department Stores",2020-02-21 20:48:54.276649
2003,103,tunas,"Shopping, Department Stores",2020-02-21 20:48:54.295793
2004,103,pau,"Shopping, Department Stores",2020-02-21 20:48:54.318132
2005,103,underpass,"Shopping, Department Stores",2020-02-21 20:48:54.337696
2006,103,cosmetics,"Shopping, Department Stores",2020-02-21 20:48:54.356733
2007,103,takashimaya,"Shopping, Department Stores",2020-02-21 20:48:54.376975
2008,103,gadgets,"Shopping, Department Stores",2020-02-21 20:48:54.396046
2009,103,gifts,"Shopping, Department Stores",2020-02-21 20:48:54.415887
2010,103,landmark,"Shopping, Department Stores",2020-02-21 20:48:54.436725
2011,103,hawker,"Shopping, Department Stores",2020-02-21 20:48:54.456104
2012,104,jurong east,"Shopping, Shopping Malls",2020-02-21 20:49:07.426873
2013,104,hush puppies,"Shopping, Shopping Malls",2020-02-21 20:49:07.445720
2014,104,bakso,"Shopping, Shopping Malls",2020-02-21 20:49:07.462095
2015,104,branded goods,"Shopping, Shopping Malls",2020-02-21 20:49:07.478837
2016,104,giant supermarket,"Shopping, Shopping Malls",2020-02-21 20:49:07.494921
2017,104,hai di lao,"Shopping, Shopping Malls",2020-02-21 20:49:07.512538
2018,104,coach outlet,"Shopping, Shopping Malls",2020-02-21 20:49:07.528279
2019,104,running shoes,"Shopping, Shopping Malls",2020-02-21 20:49:07.544318
2020,104,sports wear,"Shopping, Shopping Malls",2020-02-21 20:49:07.559586
2021,104,michael kors,"Shopping, Shopping Malls",2020-02-21 20:49:07.575175
2022,104,huge discount,"Shopping, Shopping Malls",2020-02-21 20:49:07.593259
2023,104,bargain hunting,"Shopping, Shopping Malls",2020-02-21 20:49:07.609264
2024,104,meat station,"Shopping, Shopping Malls",2020-02-21 20:49:07.624844
2025,104,great shopping,"Shopping, Shopping Malls",2020-02-21 20:49:07.640879
2026,104,shopping experience,"Shopping, Shopping Malls",2020-02-21 20:49:07.659699
2027,104,window shop,"Shopping, Shopping Malls",2020-02-21 20:49:07.676538
2028,104,designer shops,"Shopping, Shopping Malls",2020-02-21 20:49:07.693478
2029,104,orchard road,"Shopping, Shopping Malls",2020-02-21 20:49:07.709711
2030,104,for sale,"Shopping, Shopping Malls",2020-02-21 20:49:07.725312
2031,104,worth a visit,"Shopping, Shopping Malls",2020-02-21 20:49:07.742019
2032,104,food court,"Shopping, Shopping Malls",2020-02-21 20:49:07.757714
2033,105,suntec city,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.743747
2034,105,guinness book of records,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.762191
2035,105,worth a visit,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.781282
2036,105,laser show,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.810520
2037,105,light show,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.827529
2038,105,marina bay,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.844308
2039,105,unity,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.865346
2040,105,touching,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.888265
2041,105,shopping,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.909184
2042,105,hindu,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.931938
2043,105,races,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.953806
2044,105,bronze,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.976071
2045,105,symbol,"Sights & Landmarks, Points of Interest & Landmarks, Fountains",2020-02-21 20:49:20.996665
2046,106,pulau ubin,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.146749
2047,106,the cool sea breeze,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.162562
2048,106,shady trees,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.179789
2049,106,monitor lizards,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.195496
2050,106,family outing,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.213106
2051,106,couple of hours,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.231292
2052,106,playground,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.248766
2053,106,mangroves,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.269033
2054,106,fishing,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.287341
2055,106,pony,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.306765
2056,106,picnic,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.325581
2057,106,wildlife,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.343803
2058,106,ponies,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.362552
2059,106,gallop,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.378535
2060,106,mrt,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.394557
2061,106,nature,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.411896
2062,106,extinct,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.428627
2063,106,enthusiasts,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.445832
2064,106,jog,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.462808
2065,106,technological,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.481010
2066,106,project,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.505084
2067,106,mall,"Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Biking Trails",2020-02-21 20:49:35.526178
2068,107,royal caribbean,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.526693
2069,107,clearing immigration,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.542186
2070,107,free wifi is available,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.558323
2071,107,luggage tags,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.575262
2072,107,currency exchange,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.592025
2073,107,mind boggling,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.608074
2074,107,ferris wheel,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.624252
2075,107,little india,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.640746
2076,107,seas,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.657747
2077,107,ship,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.674525
2078,107,terminal,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.691343
2079,107,voyage,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.710053
2080,107,taxis,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.731483
2081,107,disembarked,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.747427
2082,107,genting,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.763473
2083,107,acrobats,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.780750
2084,107,snaking,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.797720
2085,107,shore,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.815119
2086,107,ncl,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.831986
2087,107,mrt,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.850436
2088,107,instructions,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.871129
2089,107,performance,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:49:48.889145
2090,108,cold storage,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.125438
2091,108,crystal jade,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.142933
2092,108,visited holland,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.174638
2093,108,original sin,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.218856
2094,108,shopping centre,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.260731
2095,108,mrt station,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.284437
2096,108,food court,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.303411
2097,108,food centre,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.320311
2098,108,expats,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.338194
2099,108,hawker,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.357498
2100,108,cars,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.378898
2101,108,clothing,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.401268
2102,108,taxis,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.422067
2103,108,orchard,"Sights & Landmarks, Other, Neighbourhoods",2020-02-21 20:50:02.440479
2104,109,food stalls,"Events, Cultural Events",2020-02-21 20:50:15.357878
2105,109,chinatown,"Events, Cultural Events",2020-02-21 20:50:15.374783
2106,109,souvenirs,"Events, Cultural Events",2020-02-21 20:50:15.392084
2107,109,nation,"Events, Cultural Events",2020-02-21 20:50:15.410686
2108,109,shopping,"Events, Cultural Events",2020-02-21 20:50:15.429295
2109,110,bodhi tree,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.418813
2110,110,peaceful feeling,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.436944
2111,110,knees and shoulders,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.454456
2112,110,mrt station,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.471463
2113,110,devotees,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.489560
2114,110,donation,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.507725
2115,110,buddhist,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.526127
2116,110,vesak,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.543588
2117,110,monk,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.560153
2118,110,spiritual,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.577486
2119,110,meditation,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.595269
2120,110,monasteries,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.616065
2121,110,lunar,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.633580
2122,110,visitors,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.650895
2123,110,ancestors,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.670318
2124,110,architecture,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.688486
2125,110,sin,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.706006
2126,110,deceased,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.723836
2127,110,culture,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.741260
2128,110,shoes,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 20:50:28.759030
2129,111,finish line,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.020707
2130,111,betting slips,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.038887
2131,111,night races,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.056755
2132,111,great race,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.074171
2133,111,picked up from our hotel,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.092660
2134,111,ez link card,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.110323
2135,111,air conditioning,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.128053
2136,111,horses,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.146487
2137,111,bandstand,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.165373
2138,111,track,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.182909
2139,111,riding,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.200943
2140,111,lounge,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.218869
2141,111,tickets,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.237563
2142,111,mrt,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.255508
2143,111,parade,"Casinos & Gambling, Sights & Landmarks, Fun & Games, Horse Tracks, Arenas & Stadiums",2020-02-21 20:50:43.273956
2144,112,water play,"Nature & Parks, Gardens",2020-02-21 20:50:56.222037
2145,112,sand pit,"Nature & Parks, Gardens",2020-02-21 20:50:56.239397
2146,112,flying fox,"Nature & Parks, Gardens",2020-02-21 20:50:56.255747
2147,112,suspension bridge,"Nature & Parks, Gardens",2020-02-21 20:50:56.273433
2148,112,older kids,"Nature & Parks, Gardens",2020-02-21 20:50:56.290374
2149,112,great place for kids,"Nature & Parks, Gardens",2020-02-21 20:50:56.307200
2150,112,insect repellent,"Nature & Parks, Gardens",2020-02-21 20:50:56.323847
2151,112,zip line,"Nature & Parks, Gardens",2020-02-21 20:50:56.340745
2152,112,bukit timah,"Nature & Parks, Gardens",2020-02-21 20:50:56.357445
2153,112,playground,"Nature & Parks, Gardens",2020-02-21 20:50:56.374688
2154,112,maze,"Nature & Parks, Gardens",2020-02-21 20:50:56.391600
2155,112,park,"Nature & Parks, Gardens",2020-02-21 20:50:56.408050
2156,112,sensory,"Nature & Parks, Gardens",2020-02-21 20:50:56.424846
2157,112,plants,"Nature & Parks, Gardens",2020-02-21 20:50:56.442475
2158,112,nature,"Nature & Parks, Gardens",2020-02-21 20:50:56.460687
2159,112,activity,"Nature & Parks, Gardens",2020-02-21 20:50:56.482324
2160,112,squirrels,"Nature & Parks, Gardens",2020-02-21 20:50:56.499190
2161,112,mrt,"Nature & Parks, Gardens",2020-02-21 20:50:56.517088
2162,112,botanic,"Nature & Parks, Gardens",2020-02-21 20:50:56.535401
2163,113,shopping mall,"Traveller Resources, Conference & Convention Centres",2020-02-21 20:51:09.334713
2164,113,marina square,"Traveller Resources, Conference & Convention Centres",2020-02-21 20:51:09.351497
2165,113,walk around,"Traveller Resources, Conference & Convention Centres",2020-02-21 20:51:09.368029
2166,113,fairs,"Traveller Resources, Conference & Convention Centres",2020-02-21 20:51:09.385895
2167,113,mrt,"Traveller Resources, Conference & Convention Centres",2020-02-21 20:51:09.402028
2168,114,nativity scene,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.587677
2169,114,renaissance style,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.637362
2170,114,christmas village,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.679131
2171,114,old church,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.723315
2172,114,national monument,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.765692
2173,114,open to the public,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.787449
2174,114,beautiful architecture,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.807785
2175,114,peaceful place,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.823587
2176,114,air conditioned,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.838378
2177,114,choir,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.854078
2178,114,mass,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.869959
2179,114,catholic,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.885146
2180,114,oldest,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.900756
2181,114,prayer,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.916897
2182,114,adoration,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.932590
2183,114,sermon,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.948109
2184,114,holy,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.965200
2185,114,collection,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.980474
2186,114,visitors,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:22.996082
2187,114,light,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 20:51:23.012412
2188,115,food republic,"Shopping, Shopping Malls",2020-02-21 20:51:36.317056
2189,115,shopping mall,"Shopping, Shopping Malls",2020-02-21 20:51:36.333035
2190,115,orchard road,"Shopping, Shopping Malls",2020-02-21 20:51:36.350524
2191,115,lots of shops selling,"Shopping, Shopping Malls",2020-02-21 20:51:36.366408
2192,115,large food court,"Shopping, Shopping Malls",2020-02-21 20:51:36.382375
2193,115,popular shopping,"Shopping, Shopping Malls",2020-02-21 20:51:36.398827
2194,115,basement level,"Shopping, Shopping Malls",2020-02-21 20:51:36.415825
2195,115,dining options,"Shopping, Shopping Malls",2020-02-21 20:51:36.432589
2196,115,ngee ann city,"Shopping, Shopping Malls",2020-02-21 20:51:36.447684
2197,115,sneakers,"Shopping, Shopping Malls",2020-02-21 20:51:36.464117
2198,115,foodcourt,"Shopping, Shopping Malls",2020-02-21 20:51:36.481720
2199,115,library,"Shopping, Shopping Malls",2020-02-21 20:51:36.498808
2200,115,clothing,"Shopping, Shopping Malls",2020-02-21 20:51:36.516789
2201,115,mrt,"Shopping, Shopping Malls",2020-02-21 20:51:36.534302
2202,116,sri mariamman temple,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.409179
2203,116,chinatown heritage centre,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.424853
2204,116,authentic chinese,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.440857
2205,116,shops selling,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.458704
2206,116,mrt station,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.475098
2207,116,worth a visit,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.491431
2208,116,opium,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.507424
2209,116,souvenirs,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.523325
2210,116,dens,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.540694
2211,116,traders,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.556981
2212,116,stalls,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.573344
2213,116,clothing,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.589529
2214,116,shophouse,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.605435
2215,116,shopping,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.621271
2216,116,shoppers,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.636871
2217,116,visitors,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 20:51:49.652097
2218,117,little india,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.159293
2219,117,permanent galleries,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.202099
2220,117,special exhibition,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.234112
2221,117,interesting museum,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.254978
2222,117,guided tour,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.274194
2223,117,worth visiting if you are,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.290567
2224,117,colonial era,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.306558
2225,117,past and present,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.323012
2226,117,wealth of information,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.340047
2227,117,entrance fee,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.356800
2228,117,on display,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.374450
2229,117,free tour,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.392411
2230,117,escape the heat,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.409934
2231,117,couple of hours,"Museums, History Museums, Children's Museums, Art Museums, Speciality Museums",2020-02-21 20:52:04.427194
