WEBSITE_ID,REVIEW_ID,TYPE,TEXT,RELEVANCE,COUNT,CONFIDENCE,SENTIMENT_SCORE,SENTIMENT_LABEL,SADNESS,JOY,FEAR,DISGUST,ANGER,MIXED_SENTIMENT,DISAMBIGUATION_SUBTYPE,DISAMBIGUATION_NAME,DISAMBIGUATION_RESOURCE
1,740683924,Location,Singapore,0.978348,1,0.998951,-0.675029,negative,0.354952,0.202459,0.112864,0.053488,0.125928,,,Singapore,http://dbpedia.org/resource/Singapore
1,735771159,Organization,terrapins,0.958279,1,0.664724,0.578582,positive,0.439154,0.342105,0.010746,0.022262,0.30307,,,,
1,735771159,Quantity,$1,0.875767,1,0.8,0.0,neutral,0.14848,0.314472,0.056442,0.178693,0.065153,,,,
1,735771159,Quantity,1.5 hours,0.286097,1,0.8,-0.811862,negative,0.253315,0.365774,0.198263,0.146825,0.100434,,,,
1,728745977,Quantity,$5,0.978348,1,0.8,0.736555,positive,0.026279,0.316,0.019307,0.019479,0.105896,,,,
1,720121834,Quantity,55 years,0.958279,1,0.8,0.0,neutral,0.473871,0.326435,0.064706,0.06644,0.103693,,,,
1,720121834,Quantity,4 years,0.447447,1,0.8,0.766595,positive,0.3654,0.267695,0.068126,0.078359,0.056485,,,,
1,720121834,Location,Singapore,0.06311,1,0.998823,0.973071,positive,0.217184,0.508788,0.143853,0.041838,0.119677,,,Singapore,http://dbpedia.org/resource/Singapore
1,704856754,Quantity,$5,0.978348,1,0.8,0,neutral,0.098868,0.056236,0.06443,0.066947,0.148637,,,,
1,694542945,Location,Singapore,0.978348,1,0.998853,0.921744,positive,0.059696,0.374958,0.116181,0.054061,0.070664,,,Singapore,http://dbpedia.org/resource/Singapore
1,683201400,Quantity,$5,0.978348,1,0.8,0,neutral,0.097392,0.059577,0.062344,0.06687,0.150443,,,,
1,682890522,Facility,Tiger Balm Gardens,0.963296,1,0.738244,0,neutral,0.081657,0.629294,0.034912,0.049086,0.070705,,,,
1,682890522,Organization,Singapore Tourism board,0.524026,1,0.766208,0,neutral,0.081657,0.629294,0.034912,0.049086,0.070705,,,Singapore_Tourism_Board,http://dbpedia.org/resource/Singapore_Tourism_Board
1,668612763,Facility,Haw Par Villa Station,0.963296,1,0.687172,0.0,neutral,0.164884,0.260591,0.082609,0.116553,0.287536,,,,
1,668612763,Facility,Haw Par Villa station,0.054966,1,0.245911,0.489744,positive,0.360635,0.273904,0.082195,0.118602,0.209349,,,,
1,665381794,Location,Singapore,0.958279,1,0.988351,0.886213,positive,0.140826,0.410144,0.03256,0.029757,0.221815,,,Singapore,http://dbpedia.org/resource/Singapore
1,665381794,Facility,Haw Par Villa MRT station,0.656095,1,0.360751,0.0,neutral,0.050105,0.138084,0.050602,0.056081,0.099619,,,,
1,665381794,Quantity,$1,0.416369,1,0.8,0.0,neutral,0.335273,0.239442,0.073724,0.06445,0.113278,,,,
1,658934912,Person,villa,0.963296,1,0.512596,0.743482,positive,0.285195,0.078779,0.189759,0.117502,0.377099,,,,
1,658934912,Location,New Zealand,0.360145,1,0.997452,0.960242,positive,0.078854,0.718605,0.039882,0.063394,0.035243,,"['Organization', 'HumanLanguage', 'Region', 'AdministrativeDivision', 'CompanyDivision', 'Country', 'GovernmentalJurisdiction', 'Kingdom']",New_Zealand,http://dbpedia.org/resource/New_Zealand
