REVIEWER_URL,REVIEWER_NAME,RAW_HOME_LOCATION,CLEANED_HOME_LOCATION,NUMBER_OF_CONTRIBUTIONS,HELPFUL_VOTES,REVIEWER_UPDATED_TIME
https://www.tripadvisor.com.sg/Profile/serumz,serumz,"
Petaling Jaya, Malaysia",,101,38,2020-01-31 17:04:11.586791
https://www.tripadvisor.com.sg/Profile/SK L,SK L,,,4,,2020-01-31 17:04:11.939791
https://www.tripadvisor.com.sg/Profile/caroltay2018,caroltay2018,"
Singapore, Singapore",,248,63,2020-01-31 17:04:12.301865
https://www.tripadvisor.com.sg/Profile/robert_bos53,robert_bos53,"
Geneva, Switzerland",,975,216,2020-01-31 17:04:12.664163
https://www.tripadvisor.com.sg/Profile/angieng0908,angieng0908,"
Singapore, Singapore",,33,10,2020-01-31 17:04:13.024474
https://www.tripadvisor.com.sg/Profile/Noel N,Noel N,"
Singapore, Singapore",,94,14,2020-01-31 17:04:13.371957
https://www.tripadvisor.com.sg/Profile/tay3111,tay3111,"
Melaka State, Malaysia",,116,41,2020-01-31 17:04:13.789611
https://www.tripadvisor.com.sg/Profile/Chris K,Chris K,,,69,23,2020-01-31 17:04:14.191604
https://www.tripadvisor.com.sg/Profile/Edward W,Edward W,"
Singapore, Singapore",,153,40,2020-01-31 17:04:14.585556
https://www.tripadvisor.com.sg/Profile/Taipei921,Taipei921,"
Singapore",,119,66,2020-01-31 17:04:14.954605
https://www.tripadvisor.com.sg/Profile/nellielim,nellielim,"
Kuala Lumpur, Malaysia",,3816,1431,2020-01-31 17:04:20.895305
https://www.tripadvisor.com.sg/Profile/denthygienestudent,denthygienestudent,"
Mississauga, Canada",,41,18,2020-01-31 17:04:21.271150
https://www.tripadvisor.com.sg/Profile/hendryth,hendryth,"
Medan, Indonesia",,113,44,2020-01-31 17:04:21.635838
https://www.tripadvisor.com.sg/Profile/helloterii,helloterii,"
Toronto, Canada",,6,5,2020-01-31 17:04:22.022016
https://www.tripadvisor.com.sg/Profile/jingga18,jingga18,"
Melbourne, Australia",,200,74,2020-01-31 17:04:22.406033
https://www.tripadvisor.com.sg/Profile/HIMSHERO,HIMSHERO,"
Edinburgh, United Kingdom",,123,31,2020-01-31 17:04:22.731949
https://www.tripadvisor.com.sg/Profile/pakabay,pakabay,"
Adelaide, Australia",,1184,403,2020-01-31 17:04:46.109059
https://www.tripadvisor.com.sg/Profile/shuyim1,shuyim1,,,250,60,2020-01-31 17:04:46.496862
https://www.tripadvisor.com.sg/Profile/Orchid4841,Orchid4841,"
United Kingdom",,461,232,2020-01-31 17:04:46.847601
https://www.tripadvisor.com.sg/Profile/sakisgreece,sakisgreece,"
Thessaloniki, Greece",,342,135,2020-01-31 17:04:47.224121
https://www.tripadvisor.com.sg/Profile/Jimmy N,Jimmy N,"
Singapore, Singapore",,197,66,2020-01-31 17:04:47.596667
https://www.tripadvisor.com.sg/Profile/0_Gyrfalcon_0,0_Gyrfalcon_0,"
Singapore, Singapore",,1363,413,2020-01-31 17:04:47.963016
https://www.tripadvisor.com.sg/Profile/CandaceT145,CandaceT145,"
Singapore, Singapore",,84,16,2020-01-31 17:05:12.690705
https://www.tripadvisor.com.sg/Profile/DrTChongSG,DrTChongSG,"
Singapore River, Singapore",,21,6,2020-01-31 17:05:13.054720
https://www.tripadvisor.com.sg/Profile/155juliust,155juliust,"
Klang, Malaysia",,8,,2020-01-31 17:05:13.398882
https://www.tripadvisor.com.sg/Profile/Vivian K,Vivian K,,,1,,2020-01-31 17:05:13.680988
https://www.tripadvisor.com.sg/Profile/Mornings6,Mornings6,,,106,32,2020-01-31 17:05:14.067812
https://www.tripadvisor.com.sg/Profile/Lance O,Lance O,,,1,1,2020-01-31 17:05:14.448447
https://www.tripadvisor.com.sg/Profile/kokmingg,kokmingg,,,4,,2020-01-31 17:05:14.779182
https://www.tripadvisor.com.sg/Profile/Flitz8,Flitz8,"
Johannesburg, South Africa",,1196,180,2020-01-31 17:05:15.144168
https://www.tripadvisor.com.sg/Profile/pianocello,pianocello,"
Shah Alam, Malaysia",,806,330,2020-01-31 17:05:15.519685
https://www.tripadvisor.com.sg/Profile/Pinheadplanet,Pinheadplanet,"
London, United Kingdom",,685,282,2020-01-31 17:05:15.895570
https://www.tripadvisor.com.sg/Profile/LimCT168,LimCT168,"
Singapore, Singapore",,22,27,2020-01-31 17:05:21.886197
https://www.tripadvisor.com.sg/Profile/ucav37,ucav37,"
Singapore, Singapore",,36,15,2020-01-31 17:05:22.284903
https://www.tripadvisor.com.sg/Profile/318ryant,318ryant,"
Singapore, Singapore",,5,,2020-01-31 17:05:22.622726
https://www.tripadvisor.com.sg/Profile/Flybug_2012,Flybug_2012,"
Singapore, Singapore",,116,20,2020-01-31 17:05:22.986657
https://www.tripadvisor.com.sg/Profile/Larry-Crystal,Larry-Crystal,"
Florence, Oregon",,621,342,2020-01-31 17:05:23.379988
https://www.tripadvisor.com.sg/Profile/johnkS7647SM,johnkS7647SM,"
Dubrovnik, Croatia",,134,60,2020-01-31 17:05:23.738248
https://www.tripadvisor.com.sg/Profile/HotelCritic17,HotelCritic17,"
Bangkok, Thailand",,272,62,2020-01-31 17:05:24.138978
https://www.tripadvisor.com.sg/Profile/HansiZhai,HansiZhai,"
Singapore River, Singapore",,298,57,2020-01-31 17:05:24.525207
https://www.tripadvisor.com.sg/Profile/RyanK3450,RyanK3450,"
Phu Huu, Vietnam",,58,11,2020-01-31 17:05:48.890562
https://www.tripadvisor.com.sg/Profile/kan0kmaneek,kan0kmaneek,,,83,13,2020-01-31 17:06:11.789851
https://www.tripadvisor.com.sg/Profile/jonathany689,jonathany689,"
Kuala Lumpur, Malaysia",,342,196,2020-01-31 17:06:12.141086
https://www.tripadvisor.com.sg/Profile/q1w13,q1w13,"
Padang",,89,8,2020-01-31 17:06:12.531729
https://www.tripadvisor.com.sg/Profile/linweisingapore,linweisingapore,"
Singapore, Singapore",,703,183,2020-01-31 17:06:12.908820
https://www.tripadvisor.com.sg/Profile/yourtravelbuddysg,yourtravelbuddysg,"
Singapore, Singapore",,1860,1413,2020-01-31 17:06:13.312223
https://www.tripadvisor.com.sg/Profile/linweisingapore,linweisingapore,"
Singapore, Singapore",,703,183,2020-01-31 17:06:13.733716
https://www.tripadvisor.com.sg/Profile/Steve57C,Steve57C,"
Dudley, United Kingdom",,1010,236,2020-01-31 17:06:14.119391
https://www.tripadvisor.com.sg/Profile/linweisingapore,linweisingapore,"
Singapore, Singapore",,703,183,2020-01-31 17:06:14.509529
https://www.tripadvisor.com.sg/Profile/7SE3,7SE3,"
London, United Kingdom",,5688,1207,2020-01-31 17:06:14.887599
https://www.tripadvisor.com.sg/Profile/HappyBuddha247,HappyBuddha247,"
Melbourne, Australia",,312,115,2020-01-31 17:06:15.253218
