POI_INDEX,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
1054,0,1054,,"50SilosoBeachWalk,Singapore099000",,2020-01-26 03:03:57.744391
1055,0,1055,,"31ScottsRoad,Singapore",,2020-01-26 03:04:06.539820
1056,0,1056,,"961UpperChangiRdN,Singapore",,2020-01-26 03:04:17.137273
1057,0,1057,,"3MountElizabeth,Singapore228510",,2020-01-26 03:04:28.382880
1058,0,1058,,"57AnchorvaleRoad,Singapore",,2020-01-26 03:04:37.759439
1059,0,1059,,256OutramRdSingapore169053Singapore,,2020-01-26 03:04:46.186314
1060,0,1060,,"9ScottsRoad,#08-04,ScottsMedicalCentre,Singapore228210,Singapore",,2020-01-26 03:04:56.281867
1061,0,1061,,"3MountElizabeth#12-09,MountElizabethMedicalCentreSingapore228510SingaporeOrchard",,2020-01-26 03:05:06.111908
1062,0,1062,,"501OrchardRd,#05-09A,WheelockPlace,Singapore238880,Singapore",周六 10:30-18:30 周一至周五 10:30-20:30,2020-01-26 03:05:16.689167
1063,0,1063,,"9RafflesBoulevardMilleniaWalk|Suite02-02,Singapore039596,Singapore",,2020-01-26 03:05:27.340276
1064,0,1064,,"430UpperChangiRoadEastVillage|EastVillage#01-10,Singapore487048,Singapore",,2020-01-26 03:05:36.898499
1065,0,1065,,"991AlexandraRoad|#01-03b,Singapore119964,Singapore",,2020-01-26 03:05:44.586268
1066,0,1066,,2CoxTerraceSingapore,,2020-01-26 03:05:54.909435
1067,0,1067,,"230ARiverValleyRoad|2ndFloorShophouse,Singapore238288,Singapore",,2020-01-26 03:06:05.541675
1068,0,1068,,"200TurfClubRoadTheGrandstand|OppositeGiantSupermarket,Singapore287994,Singapore",,2020-01-26 03:06:14.416665
1069,0,1069,,,,2020-01-26 03:06:23.743261
1070,0,1070,,"ClementiWestStreet1|Block608#04-82,Singapore120608,Singapore",,2020-01-26 03:06:31.759584
1071,0,1071,,"68OrchardRoadPlazaSingapura|#04-09PlazaSingapura,Singapore238839,Singapore",,2020-01-26 03:06:41.034929
1072,0,1072,,,,2020-01-26 03:06:51.612634
1073,0,1073,,ChinatownSingapore058416Singapore,,2020-01-26 03:07:02.182899
1074,0,1074,,"1LowerKentRidgeRoad,#01-31,One@KentRidge,NUHMedicalCentre,Queenstown,Singapore,Singapore",,2020-01-26 03:07:10.504006
1075,0,1075,,"48WoodleighParkPubRecreationClub|PUBRecreationClub,Singapore357844,Singapore",,2020-01-26 03:07:18.257647
1076,0,1076,,"Block10SelegieRoadSelegieHouse|#01-50,Singapore180010,Singapore",,2020-01-26 03:07:27.718541
1077,0,1077,,"30RafflesAvenueSingaporeFlyer|SingaporeFlyernexttoticketingcounter,Singapore039803,Singapore",,2020-01-26 03:07:39.689264
1078,0,1078,,"#01-108,BoonLayPlaceFoodVillage,221BBoonLayPlace(JurongWest/BoonLay)",,2020-01-26 03:07:50.442862
1079,0,1079,,"#01-122,OldAirportRoadFoodCentre,51OldAirportRoad(Geylang/Aljunied)",,2020-01-26 03:07:59.471282
1080,0,1080,,"#01-182,YuhuaMarketandHawkerCentre,Blk347JurongEastAvenue1(JurongEast)",,2020-01-26 03:08:09.597176
1081,0,1081,,"#01-27,KebunBaruFoodCentre,Blk226HAngMoKioStreet22(AngMoKio)",,2020-01-26 03:08:19.343795
1082,0,1082,,"#01-2805,GeylangBahruMarketandFoodCentre,69GeylangBahru(Bendemeer/Kallang/BoonKeng)",,2020-01-26 03:08:30.101242
1083,0,1083,,"#01-49,AyerRajahFoodCentre,Blk503WestCoastDrive(Clementi/WestCoast)",,2020-01-26 03:08:40.059282
1084,0,1084,,"#01-72,AlexandraVillageFoodCentre,120BukitMerahLane1(BukitMerah/Redhill/Alexandra)",,2020-01-26 03:08:49.943728
1085,0,1085,,"#01-90,NorthBridgeRoadMarketandFoodCentre,Blk861NorthBridgeRoad(Bugis/BeachRoad)",,2020-01-26 03:09:00.168572
1086,0,1086,,"#02-14,80CircuitRoadFoodCentre,Blk80CircuitRoad(Aljunied/PayaLebar)",,2020-01-26 03:09:10.438859
1087,0,1087,,"#02-17,HainaneseVillageCentre,Blk105HougangAve1(Hougang/TaiSeng/UpperSerangoon)",,2020-01-26 03:09:20.446089
1088,0,1088,,450ClementiAvenue3(Clementi/WestCoast),,2020-01-26 03:09:31.953739
1089,0,1089,,68Lorong25aGeylang(Geylang/Stadium/OldAirport),,2020-01-26 03:09:42.240667
1090,0,1090,,"111JalanSultan,Singapore199006,Singapore",,2020-01-26 03:09:52.455685
1091,0,1091,,QueenstownEngineeringDrive1,,2020-01-26 03:10:01.310756
1092,0,1092,,"62NanyangCrescent,NanyangTechnologicalUniversity",,2020-01-26 03:10:11.963491
1093,0,1093,,"N1-01a-29,50NanyangAve,BlockN3.1,Singapore639798",,2020-01-26 03:10:22.044900
1094,0,1094,,920EastCoastParkway,,2020-01-26 03:10:30.255657
1095,0,1095,,"LocatedinKatongShoppingCentre865MountbattenRd#B1-23Singapore437844SingaporeJooChiat,MarineParade,Katong",,2020-01-26 03:10:40.477470
1096,0,1096,,"190ClemenceauAve,#05-03,SingaporeShoppingCentre,Singapore239924,Singapore",,2020-01-26 03:10:48.214039
1097,0,1097,,"31MarinaPark|GardensbytheBay,Singapore019191,Singapore",,2020-01-26 03:10:58.367205
1098,0,1098,,JohorBahru80300Malaysia,,2020-01-26 03:11:08.566573
1099,0,1099,,"10AnnSiangHill,Singapore069789",,2020-01-26 03:11:19.829400
1100,0,1100,,"26DempseyRd,Singapore249686",,2020-01-26 03:11:28.760655
1101,0,1101,,"17JiakKimStreet,Singapore169420",,2020-01-26 03:11:39.006939
1102,0,1102,,"10JelapangRoad,Singapore",,2020-01-26 03:11:47.269299
1103,0,1103,,"788NorthBridgeRoad,Singapore",,2020-01-26 03:11:56.929695
1104,0,1104,,"10BukitPanjangRingRoad,Singapore",,2020-01-26 03:12:05.588431
1105,0,1105,,"4ChestnutDrive,Singapore",,2020-01-26 03:12:15.821511
1106,0,1106,,"625EliasRoad,Singapore",,2020-01-26 03:12:26.736470
1107,0,1107,,"16CollegeAveW,#01-220,Singapore138527",,2020-01-26 03:12:35.452328
1108,0,1108,,"21CuscadenRoad,Singapore",,2020-01-26 03:12:43.811575
1109,0,1109,,"LocatedinKatongShoppingCentre865MountbattenRd#B1-23Singapore437844SingaporeJooChiat,MarineParade,Katong",,2020-01-26 03:12:51.397261
1110,0,1110,,QueenstownEngineeringDrive1,,2020-01-26 03:12:58.780088
1111,0,1111,,"68OrchardRoadPlazaSingapura|#04-09PlazaSingapura,Singapore238839,Singapore",,2020-01-26 03:13:07.435791
1112,0,1112,,,,2020-01-26 03:13:15.977308
1113,0,1113,,"ClementiWestStreet1|Block608#04-82,Singapore120608,Singapore",,2020-01-26 03:13:25.037027
1114,0,1114,,"#01-108,BoonLayPlaceFoodVillage,221BBoonLayPlace(JurongWest/BoonLay)",,2020-01-26 03:13:34.586083
1115,0,1115,,"#01-122,OldAirportRoadFoodCentre,51OldAirportRoad(Geylang/Aljunied)",,2020-01-26 03:13:44.141876
1116,0,1116,,"#01-182,YuhuaMarketandHawkerCentre,Blk347JurongEastAvenue1(JurongEast)",,2020-01-26 03:13:52.498541
1117,0,1117,,"#01-27,KebunBaruFoodCentre,Blk226HAngMoKioStreet22(AngMoKio)",,2020-01-26 03:14:00.244572
1118,0,1118,,"#01-2805,GeylangBahruMarketandFoodCentre,69GeylangBahru(Bendemeer/Kallang/BoonKeng)",,2020-01-26 03:14:09.933886
1119,0,1119,,"#01-49,AyerRajahFoodCentre,Blk503WestCoastDrive(Clementi/WestCoast)",,2020-01-26 03:14:19.751253
1120,0,1120,,"#01-72,AlexandraVillageFoodCentre,120BukitMerahLane1(BukitMerah/Redhill/Alexandra)",,2020-01-26 03:14:27.995737
1121,0,1121,,"#01-90,NorthBridgeRoadMarketandFoodCentre,Blk861NorthBridgeRoad(Bugis/BeachRoad)",,2020-01-26 03:14:37.334549
1122,0,1122,,"#02-14,80CircuitRoadFoodCentre,Blk80CircuitRoad(Aljunied/PayaLebar)",,2020-01-26 03:14:47.371380
1123,0,1123,,"#02-17,HainaneseVillageCentre,Blk105HougangAve1(Hougang/TaiSeng/UpperSerangoon)",,2020-01-26 03:14:55.668105
1124,0,1124,,"1300EastCoastParkCarparkF2,Singapore",,2020-01-26 03:15:05.588639
1125,0,1125,,"11CoveDrive,Singapore098497",,2020-01-26 03:15:14.054120
1126,0,1126,,"29TeckChyeTerrace,Singapore",,2020-01-26 03:15:23.954729
1127,0,1127,,"Piccadilly,SeletarAirbase,EastCamp,Singapore79Singapore",,2020-01-26 03:15:34.796460
1128,0,1128,,"UpperSerangoonRoad,Singapore53Singapore",,2020-01-26 03:15:45.347966
1129,0,1129,,"779AUpperSerangoonRoad,Singapore534648,Singapore",,2020-01-26 03:15:55.866727
1130,0,1130,,"583OrchardRoadForum|#09-01ForumOfficeTower,Singapore238884,Singapore",,2020-01-26 03:16:06.006749
1131,0,1131,,"78GuanChuanStreetTiongBahruEstate,Singapore160078,Singapore",,2020-01-26 03:16:16.898889
1132,0,1132,,"300ThomsonRoadNovenaChurch,Singapore307653,Singapore",,2020-01-26 03:16:25.845886
1133,0,1133,,,,2020-01-26 03:16:35.905058
1134,0,1134,,"235ASouthBridgeRoad|AcrosstheRoadfromSriMariammanTemple,Singapore058784,Singapore",,2020-01-26 03:16:45.213296
1135,0,1135,,"Block2.1,,50NanyangAve,BlockN3.1,Singapore639798",,2020-01-26 03:16:56.271869
1136,0,1136,,"MacritchieReservoir,Singapore,Singapore",,2020-01-26 03:17:05.941314
1137,0,1137,,116MerchantRoadSingaporeRiver058281SingaporeClarkeQuay,,2020-01-26 03:17:15.474774
1138,0,1138,,"131WestCoastDrive,Singapore128014,Singapore",,2020-01-26 03:17:25.688968
1139,0,1139,,1HarbourfrontWalk#03-09VivoCitySingapore098585Singapore,,2020-01-26 03:17:36.218076
1140,0,1140,,42PrinsepStSingapore188670Singapore,,2020-01-26 03:17:47.535424
1141,0,1141,,"Block2.1,,50NanyangAve,BlockN3.1,Singapore639798",,2020-01-26 03:17:55.824113
1142,0,1142,,116MerchantRoadSingaporeRiver058281SingaporeClarkeQuay,,2020-01-26 03:18:05.653947
1143,0,1143,,No.1ChampionsWaySingapore737913Singapore,,2020-01-26 03:18:17.400713
1144,0,1144,,107+109RowellRoad,,2020-01-26 03:18:27.250613
1145,0,1145,,"AngMoKioGospelHall(ChineseAssembly),601AngMoKioAvenue4",,2020-01-26 03:18:35.835767
1146,0,1146,,"MacritchieReservoir,Singapore,Singapore",,2020-01-26 03:18:43.591923
1147,0,1147,,,,2020-01-26 03:18:52.211548
1148,0,1148,,"235ASouthBridgeRoad|AcrosstheRoadfromSriMariammanTemple,Singapore058784,Singapore",,2020-01-26 03:18:59.246385
1149,0,1149,,"20RepublicAvenueNicollHighwayMrtStation|NicollHighwayMRTStationExitA,Singapore038970,Singapore",,2020-01-26 03:19:10.418763
1150,0,1150,,"131WestCoastDrive,Singapore128014,Singapore",,2020-01-26 03:19:18.866427
1151,0,1151,,"300ThomsonRoadNovenaChurch,Singapore307653,Singapore",,2020-01-26 03:19:37.537730
1152,0,1152,,"78GuanChuanStreetTiongBahruEstate,Singapore160078,Singapore",,2020-01-26 03:19:45.797894
1153,0,1153,,"583OrchardRoadForum|#09-01ForumOfficeTower,Singapore238884,Singapore",,2020-01-26 03:19:56.693480
1154,0,1154,,116CommonwealthCresSingapore140116Singapore,周一至周四 08:30-20:00 周五至周日 08:30-21:00,2020-01-26 03:20:07.058432
1155,0,1155,,No.1ChampionsWaySingapore737913Singapore,,2020-01-26 03:20:16.792359
1156,0,1156,,469CBukitTimahRd,,2020-01-26 03:20:27.645076
1157,0,1157,,"9ScottsRd,#03-15,Singapore228210,Singapore",,2020-01-26 03:20:36.672890
1158,0,1158,,"3RiverValleyRoad,Singapore",,2020-01-26 03:20:45.059623
1159,0,1159,,"41NeilRoad,Singapore",,2020-01-26 03:20:55.189146
1160,0,1160,,"168PunggolField,Singapore820168",,2020-01-26 03:21:04.096744
1161,0,1161,,"VictoriaStreet,Singapore,Singapore",,2020-01-26 03:21:13.584209
1162,0,1162,,"21JurongEastCentral1,Singapore",,2020-01-26 03:21:21.326877
1163,0,1163,,"5PereiraRoad#01-02AsiawideIndustrialBuilding,Singapore368025,Singapore",,2020-01-26 03:21:31.047361
1164,0,1164,,"1TampinesStreet82,Singapore",,2020-01-26 03:21:40.204314
1165,0,1165,,"1NanyangWalk,Singapore,UnitedStates",,2020-01-26 03:21:49.568930
1166,0,1166,,"44EngHoonStreet,Singapore",,2020-01-26 03:22:00.926176
1167,0,1167,,"20LengkokBahru,#02-06,EnablingVillage,Singapore159053,",,2020-01-26 03:22:12.534666
1168,0,1168,,"673BukitTimahRoad,Singapore269735Singapore",,2020-01-26 03:22:23.557523
1169,0,1169,,"3SentosaGateway,Singapore098544",,2020-01-26 03:22:33.360151
1170,0,1170,,Singapore538856,,2020-01-26 03:22:43.416445
1171,0,1171,,"211BedokRd,Singapore468584,Singapore",,2020-01-26 03:22:52.699549
1172,0,1172,,"ChangiBeachPark,Singapore,Singapore",,2020-01-26 03:23:00.697068
1173,0,1173,,"#01-06,BedokInterchangeFoodCentre,207NewUpperChangiRoad(Bedok/ChaiChee/UpperChangi)",,2020-01-26 03:23:12.002300
1174,0,1174,,"#01-124,BoonLayPlaceFoodVillage,221BBoonLayPlace(JurongWest/BoonLay)",,2020-01-26 03:23:22.208893
1175,0,1175,,"#01-136,84MarineParadeCentralMarketandFoodCentre,Blk84MarineParadeCentral(MarineParade)",,2020-01-26 03:23:32.665548
1176,0,1176,,"#01-150,ChongPangFoodCentre,Blk105YishunRingRoad(Yishun)",,2020-01-26 03:23:42.746702
1177,0,1177,,"#01-20,PasirPanjangFoodCentre,121PasirPanjangRoad(PasirPanjang/SciencePark/KentRidge)",,2020-01-26 03:23:52.286408
1178,0,1178,,"#01-219,FengshanMarketandFoodCentre,Blk85BedokNorthStreet4(Bedok/ChaiChee/UpperChangi)",,2020-01-26 03:24:00.916914
1179,0,1179,,"#01-27,SimsVistaMarketandFoodCentre,Blk49SimsPlace(Geylang/Stadium/OldAirport)",,2020-01-26 03:24:12.438642
1180,0,1180,,"#01-28,AdamRoadFoodCentre,2AdamRoad(BukitTimah)",,2020-01-26 03:24:22.029261
1181,0,1181,,"#01-293,TekkaCentre,665BuffaloRoad(LittleIndia)",,2020-01-26 03:24:30.753019
1182,0,1182,,"#01-52,ChangiVillageMarketandFoodCentre,Blk3ChangiVillage,ChangiVillageRoad(ChangiVillage/Loyang)",,2020-01-26 03:24:40.395638
1183,0,1183,,"#01-66,HongLimFoodCentre,531AUpperCrossStreet(Chinatown)",,2020-01-26 03:24:49.506003
1184,0,1184,,"#01-77,RedhillFoodCentre,Blk85RedhillLane(BukitMerah/Redhill/Alexandra)",,2020-01-26 03:24:57.610036
1185,0,1185,,"#01-79,AyerRajahFoodCentre,Blk503WestCoastDrive(Clementi/WestCoast)",,2020-01-26 03:25:07.254728
1186,0,1186,,"#01-84,BendemeerMarketandFoodCentre,Blk29BendemeerRoad(Bendemeer/Kallang/BoonKeng)",,2020-01-26 03:25:18.142809
1187,0,1187,,"#01-87,AlexandraVillageFoodCentre,Blk120BukitMerahLane1(BukitMerah/Redhill/Alexandra)",,2020-01-26 03:25:29.217321
1188,0,1188,,"#01-93,Lorong8ToaPayohMarketandFoodCentre,Blk210Lorong8ToaPayoh(ToaPayoh)",,2020-01-26 03:25:37.610469
1189,0,1189,,"#02-01,80CircuitRoadFoodCentre,Blk80CircuitRoad(Aljunied/PayaLebar)",,2020-01-26 03:25:46.757843
1190,0,1190,,"#02-20,ChinatownComplexMarket,Blk335SmithStreet(Chinatown)",,2020-01-26 03:25:56.639523
1191,0,1191,,"#02-209,ChinatownComplexMarket,Blk335SmithStreet(Chinatown)",,2020-01-26 03:26:08.169046
1192,0,1192,,"#02-43,HainaneseVillageCentre,Blk105HougangAve1(Hougang/TaiSeng/UpperSerangoon)",,2020-01-26 03:26:20.682617
1193,0,1193,,"#13-27,ParkMall,9PenangRoad(Orchard/RiverValley)",,2020-01-26 03:26:32.233
1194,0,1194,,"Stall12,VHotelLavender,70JellicoeRoad(JalanBesar/Lavender)",,2020-01-26 03:26:42.181362
1195,0,1195,,"31NanyangLink,WeeKimWeeSchoolofCommunicationandInformation,Singapore637718",,2020-01-26 03:26:52.142049
1196,0,1196,,RobertsonQuaySingaporeSingaporeRobertsonQuay,,2020-01-26 03:27:01.162396
1197,0,1197,,"16NewtonRoad,Singapore",,2020-01-26 03:27:11.270208
1198,0,1198,,15GreenLane,,2020-01-26 03:27:22.378640
1199,0,1199,,21AdamRoad,,2020-01-26 03:27:30.273352
1200,0,1200,,204BedokNorthSt1#01-403/405Singapore460204Singapore,,2020-01-26 03:27:38.296237
1201,0,1201,,"6HindhedeRoad,Singapore589242,Singapore",,2020-01-26 03:27:49.286514
1202,0,1202,,"2OxleyRiseChesed-ElSynagogue,Singapore238693,Singapore",,2020-01-26 03:27:59.867119
1203,0,1203,,"81UbiAvenue4,#08-27/28,UBOneBuilding,Singapore408830,Singapore",,2020-01-26 03:28:10.976805
1204,0,1204,,"93JalanBinchangChoonSingGarden,Singapore578566,Singapore",,2020-01-26 03:28:21.598914
1205,0,1205,,"3002CommonwealthAvenueWestMasjidDarussalam,Singapore129579,Singapore",,2020-01-26 03:28:30.580136
1206,0,1206,,"774ANorthBridgeRoad,Singapore198742,Singapore",,2020-01-26 03:28:40.319442
1207,0,1207,,"100JalanSultan#01-27SultanPlaza,Singapore199001,Singapore",,2020-01-26 03:28:50.917706
1208,0,1208,,"32BeachRoadLevel1MtheSouthBeach|32BeachRoad,Singapore189764,Singapore",,2020-01-26 03:29:01.317629
1209,0,1209,,"3RochesterPark,Singapore",,2020-01-26 03:29:12.118559
1210,0,1210,,"Sentosa,Singapore09Singapore",,2020-01-26 03:29:21.292992
1211,0,1211,,"503TampinesAvenue5,Singapore",,2020-01-26 03:29:31.465191
1212,0,1212,,"1500ECoastPkwy,Singapore,UnitedStates",,2020-01-26 03:29:42.133663
1213,0,1213,,BlockM#01-53(90GoodmanRoad)439053,,2020-01-26 03:29:52.146813
1214,0,1214,,"#B1-01KallangWaveMall,1StadiumPlace,Singapore397718",,2020-01-26 03:30:01.550095
1215,0,1215,,"1TheKnolls,SentosaIsland,Singapore,Singapore",,2020-01-26 03:30:12.710562
1216,0,1216,,"91ToaPayohCentral,Singapore",,2020-01-26 03:30:22.646586
1217,0,1217,,"Bedok,Singapore",,2020-01-26 03:30:32.912154
1218,0,1218,,"1BeachRd,Singapore189673",,2020-01-26 03:30:42.633455
1219,0,1219,,"110TanahMerahCoastRoad,Singapore49Singapore",,2020-01-26 03:30:52.478759
1220,0,1220,,"11SilosoRoad,Singapore09Singapore",,2020-01-26 03:31:01.831784
1221,0,1221,,"#01-19/20RobertsonWalk,11UnitySt,RobertsonWalk,Singapore237995",,2020-01-26 03:31:13.447770
1222,0,1222,,"37HillcrestRoad,Singapore",,2020-01-26 03:31:23.504675
1223,0,1223,,"27CircularRoad,Singapore",,2020-01-26 03:31:33.669491
1224,0,1224,,"72ABussorahStreet,Singapore",,2020-01-26 03:31:42.577709
1225,0,1225,,"NUSRafflesHall,Singapore",,2020-01-26 03:31:51.152337
1226,0,1226,,"2MackenzieRoad,Singapore,Singapore",,2020-01-26 03:31:59.795263
1227,0,1227,,"ShentonWay-RafflesPlace,Singapore048624Singapore",,2020-01-26 03:32:08.646134
1228,0,1228,,"50TelokBlangahWay,Singapore",,2020-01-26 03:32:17.553112
1229,0,1229,,"#13-27,ParkMall,9PenangRoad(Orchard/RiverValley)",,2020-01-26 03:32:27.566671
1230,0,1230,,"Stall12,VHotelLavender,70JellicoeRoad(JalanBesar/Lavender)",,2020-01-26 03:32:37.998424
1231,0,1231,,204BedokNorthSt1#01-403/405Singapore460204Singapore,,2020-01-26 03:32:47.137235
1232,0,1232,,11JalanTanTockSengSingapore308433SingaporeNovena,,2020-01-26 03:32:57.537991
1233,0,1233,,RobertsonQuaySingaporeSingaporeRobertsonQuay,,2020-01-26 03:33:07.119880
1234,0,1234,,"31NanyangLink,WeeKimWeeSchoolofCommunicationandInformation,Singapore637718",,2020-01-26 03:33:15.577570
1235,0,1235,,"2OxleyRiseChesed-ElSynagogue,Singapore238693,Singapore",,2020-01-26 03:33:23.490798
1236,0,1236,,"112EastCoastRd,#03-45,Singapore428802,Singapore",,2020-01-26 03:33:33.227511
1237,0,1237,,"9ScottsRd,#08-07,PacificPlaza,ScottsMedicalCenter,Singapore228210,Singapore",,2020-01-26 03:33:43.163201
1238,0,1238,,"302OrchardRd#06-03,TongBuildingSingapore238862SingaporeOrchard",,2020-01-26 03:33:52.312793
1239,0,1239,,LandmarkVillageHotel#01-24390VictoriaStreetSingapore188061SingaporeArabStreet,,2020-01-26 03:34:02.311910
1240,0,1240,,"1ChineseGardenRoad,Singapore619795,Singapore",,2020-01-26 03:34:13.126232
1241,0,1241,,"#01-2835,GeylangBahruMarketandFoodCentre,Blk69GeylangBahru(Bendemeer/Kallang/BoonKeng)",,2020-01-26 03:34:22.260201
1242,0,1242,,"#01-34,NewtonCircusFoodCentre,500ClemenceauAvenueNorth(ScottsRoad/Newton)",,2020-01-26 03:34:31.286184
1243,0,1243,,"#02-04,BukitMerahCentralFoodCentre,Blk163BukitMerahCentral(BukitMerah/Redhill/Alexandra)",,2020-01-26 03:34:40.278396
1244,0,1244,,"PulauUbin,Singapore000701",,2020-01-26 03:34:50.260083
1245,0,1245,,"#01-01,TelokBlangahDriveFoodCentre,Blk79TelokBlangahDrive(TelokBlangah/Depot)",,2020-01-26 03:34:59.633211
1246,0,1246,,"#01-120,BoonLayPlaceFoodVillage,221BBoonLayPlace(JurongWest/BoonLay)",,2020-01-26 03:35:09.420773
1247,0,1247,,"#01-154,ChongPangFoodCentre,Blk105YishunRingRoad(Yishun)",,2020-01-26 03:35:19.687600
1248,0,1248,,"#01-15A,Blk538BedokNorthMarketandFoodCentre,Blk538BedokNorthStreet3(Bedok/ChaiChee/UpperChangi)",,2020-01-26 03:35:29.916616
1249,0,1249,,"#01-18,UpperBoonKengMarketandFoodCentre,Blk17UpperBoonKengRoad(Geylang/Stadium/OldAirport)",,2020-01-26 03:35:39.770102
1250,0,1250,,"#01-272,TekkaCentre,665BuffaloRoad(LittleIndia)",,2020-01-26 03:35:48.853196
1251,0,1251,,"#01-28,EunosCrescentMarketandFoodCentre,Blk4AEunosCrescent(Eunos/Ubi)",,2020-01-26 03:35:59.160643
1252,0,1252,,"#01-2835,GeylangBahruMarketandFoodCentre,Blk69GeylangBahru(Bendemeer/Kallang/BoonKeng)",,2020-01-26 03:36:06.668556
1253,0,1253,,"#01-34,NewtonCircusFoodCentre,500ClemenceauAvenueNorth(ScottsRoad/Newton)",,2020-01-26 03:36:14.950651
1254,0,1254,,"#01-36,AlexandraVillageFoodCentre,120BukitMerahLane1(BukitMerah/Redhill/Alexandra)",,2020-01-26 03:36:23.993334
1255,0,1255,,"#01-41,BedokInterchangeFoodcentre,207NewUpperChangiRoad(Bedok/ChaiChee/UpperChangi)",,2020-01-26 03:36:32.933368
1256,0,1256,,"#01-508,QueenstownFoodCentre,Blk40ACommonwealthAve(Commonwealth/Queenstown)",,2020-01-26 03:36:42.033875
1257,0,1257,,"#02-04,BukitMerahCentralFoodCentre,Blk163BukitMerahCentral(BukitMerah/Redhill/Alexandra)",,2020-01-26 03:36:49.819444
1258,0,1258,,91KeongSaikRoad(Cantonment/TanjongPagar/Chinatown),,2020-01-26 03:37:01.143070
1259,0,1259,,"63JurongWestCentral3JurongPoint|#03-17JurongPointShoppingMall,Singapore648331,Singapore",,2020-01-26 03:37:10.451971
1260,0,1260,,"44MindenRoadSt.George'sChurchSingapore248816,Singapore248816,Singapore",,2020-01-26 03:37:21.788604
1261,0,1261,,154TyrwhittRoad,,2020-01-26 03:37:31.875627
1262,0,1262,,30VictoriaStreet,,2020-01-26 03:37:41.586669
1263,0,1263,,mtFaberSingaporeSingapore,,2020-01-26 03:37:51.821111
1264,0,1264,,"50TanjongRhuPl,Singapore436621,Singapore",,2020-01-26 03:37:59.918803
1265,0,1265,,1HighStSingapore598782SingaporeCityHall,,2020-01-26 03:38:10.749962
1266,0,1266,,"1500EastCoastParkway,Singapore468963Singapore",,2020-01-26 03:38:19.960422
1267,0,1267,,"230VictoriaStreet,#04-01BugisJunctionTowers,Singapore188024",,2020-01-26 03:38:30.775289
1268,0,1268,,"201VictoriaSt,Singapore188067",,2020-01-26 03:38:41.754666
1269,0,1269,,"78NeilRoad,Singapore088893",,2020-01-26 03:38:49.384115
1270,0,1270,,"163TanglinRoad,Singapore",,2020-01-26 03:38:59.220424
1271,0,1271,,"80CollyerQuay,Singapore049326",,2020-01-26 03:39:11.219968
1272,0,1272,,Singapore,,2020-01-26 03:39:21.822271
1273,0,1273,,"10SimeiAvenue,Singapore",,2020-01-26 03:39:31.861206
1274,0,1274,,"30MosqueStreet,Singapore059508,Singapore",,2020-01-26 03:39:39.976971
1275,0,1275,,"35CanalRoad|Suite01-01,Singapore59291,Singapore",,2020-01-26 03:39:48.720259
1276,0,1276,,"1NeilRd,Singapore088804,Singapore",,2020-01-26 03:39:58.599381
1277,0,1277,,"Singaporeriver,closetoACMuseum,Singapore,Singapore",,2020-01-26 03:40:07.244811
1278,0,1278,,"BishanStreet,Singapore22Singapore",,2020-01-26 03:40:17.099801
1279,0,1279,,"TampinesMall,Singapore",,2020-01-26 03:40:26.912805
1280,0,1280,,"MimosaPlace,805544Singapore.",,2020-01-26 03:40:36.456881
1281,0,1281,,"28AnnSiangRoad,Singapore069708",,2020-01-26 03:40:44.667207
1282,0,1282,,"180OrchardRoad,Singapore",,2020-01-26 03:40:55.229028
1283,0,1283,,"81LorongChencharu,Singapore",,2020-01-26 03:41:05.734934
1284,0,1284,,"IOIPlaza,210MiddleRd,Singapore",,2020-01-26 03:41:18.918152
1285,0,1285,,"6EuTongSenStreet,#05-22,TheCentral,Singapore",,2020-01-26 03:41:29.606187
1286,0,1286,,"45NeilRoad,Singapore",,2020-01-26 03:41:38.637838
1287,0,1287,,"1AKentRidgeRoad,Singapore",,2020-01-26 03:41:48.432010
1288,0,1288,,"451MandaiRoadMandaiCamp15,Singapore729753,Singapore",,2020-01-26 03:41:58.363309
1289,0,1289,,"10ASilosoBeachWalk,Singapore099008","Daily openTime:11:00,closeTime:19:00",2020-01-26 03:42:09.083240
1290,0,1290,,,"Daily openTime:06:00,closeTime:18:00",2020-01-26 03:42:19.228575
1291,0,1291,,,"Daily openTime:10:00,closeTime:15:00",2020-01-26 03:42:29.682076
1292,0,1292,,,"Daily openTime:09:30,closeTime:12:30",2020-01-26 03:42:41.610076
1293,0,1293,,,"Daily openTime:08:30,closeTime:18:00",2020-01-26 03:42:52.034386
1294,0,1294,,,"Daily openTime:10:00,closeTime:13:00",2020-01-26 03:43:03.072601
1295,0,1295,,"BedokReservoirCarparkA,Singapore479244","tuesday openTime:09:30,closeTime:18:30
wednesday openTime:09:30,closeTime:18:30
thursday openTime:09:30,closeTime:18:30
friday openTime:09:30,closeTime:18:30
saturday openTime:09:30,closeTime:18:30
sunday openTime:09:30,closeTime:18:30",2020-01-26 03:43:17.252095
1296,0,1296,,,"monday openTime:09:00,closeTime:18:00
tuesday openTime:09:00,closeTime:18:00
wednesday openTime:09:00,closeTime:18:00
thursday openTime:09:00,closeTime:18:00
friday openTime:09:00,closeTime:18:00
saturday openTime:09:00,closeTime:18:00",2020-01-26 03:43:27.540070
1297,0,1297,,,"Daily openTime:07:00,closeTime:00:00",2020-01-26 03:43:38.466086
