REVIEWER_URL,REVIEWER_NAME,RAW_HOME_LOCATION,CLEANED_HOME_LOCATION,NUMBER_OF_CONTRIBUTIONS,HELPFUL_VOTES,REVIEWER_UPDATED_TIME
https://www.tripadvisor.com.sg/Profile/HoaMy_Ho,HoaMy_Ho,"
Hoi An, Vietnam",,27,,2020-01-29 17:25:21.445824
https://www.tripadvisor.com.sg/Profile/Marvelash,Marvelash,"
Solihull, United Kingdom",,11,3,2020-01-29 17:25:21.801905
https://www.tripadvisor.com.sg/Profile/minnesotans4,minnesotans4,"
Saint Paul, Minnesota",,1711,876,2020-01-29 17:25:22.185135
https://www.tripadvisor.com.sg/Profile/Mudofir H,Mudofir H,"
Jakarta, Indonesia",,284,42,2020-01-29 17:25:22.539719
https://www.tripadvisor.com.sg/Profile/goony51,goony51,"
Melbourne, Australia",,127,74,2020-01-29 17:25:22.903213
https://www.tripadvisor.com.sg/Profile/Fahim F,Fahim F,"
Dhaka City, Bangladesh",,23,14,2020-01-29 17:25:23.304192
https://www.tripadvisor.com.sg/Profile/Dgoh359,Dgoh359,"
Singapore, Singapore",,158,49,2020-01-29 17:25:23.658077
https://www.tripadvisor.com.sg/Profile/Murali_Cbe,Murali_Cbe,"
Coimbatore, India",,8,1,2020-01-29 17:25:24.006817
https://www.tripadvisor.com.sg/Profile/NurulFatma,NurulFatma,"
Shah Alam, Malaysia",,3,1,2020-01-29 17:25:24.334575
https://www.tripadvisor.com.sg/Profile/Sophien101,Sophien101,"
Chandler’s Ford, United Kingdom",,69,16,2020-01-29 17:25:24.716920
https://www.tripadvisor.com.sg/Profile/vedantanadatur,vedantanadatur,"
Mysuru (Mysore), India",,31,1,2020-01-29 17:25:30.634441
https://www.tripadvisor.com.sg/Profile/nnirmalkumar,nnirmalkumar,,,1,1,2020-01-29 17:25:31.009330
https://www.tripadvisor.com.sg/Profile/Maria J,Maria J,"
Chennai (Madras), India",,35,21,2020-01-29 17:25:31.418644
https://www.tripadvisor.com.sg/Profile/Stryfe88,Stryfe88,"
Singapore, Singapore",,18,18,2020-01-29 17:25:31.820021
https://www.tripadvisor.com.sg/Profile/Prianand,Prianand,"
Bangalore District, India",,37,7,2020-01-29 17:25:32.160106
https://www.tripadvisor.com.sg/Profile/Excursion31974983236,Excursion31974983236,"
Danapur, India",,96,11,2020-01-29 17:25:32.477962
https://www.tripadvisor.com.sg/Profile/mdkhaleel,mdkhaleel,"
Chennai (Madras), India",,87,86,2020-01-29 17:25:32.906525
https://www.tripadvisor.com.sg/Profile/MrsPeterken,MrsPeterken,"
Auckland Central, New Zealand",,21,5,2020-01-29 17:25:33.278079
https://www.tripadvisor.com.sg/Profile/vamsidhark,vamsidhark,"
Hyderabad, India",,190,67,2020-01-29 17:25:33.592057
https://www.tripadvisor.com.sg/Profile/Karin E,Karin E,,,1,,2020-01-29 17:25:33.918151
https://www.tripadvisor.com.sg/Profile/Raymond H,Raymond H,"
Brisbane, Australia",,77,32,2020-01-29 17:25:39.836909
https://www.tripadvisor.com.sg/Profile/Hwee F,Hwee F,,,4,1,2020-01-29 17:25:40.192397
https://www.tripadvisor.com.sg/Profile/mikeismael,mikeismael,"
Singapore, Singapore",,93,35,2020-01-29 17:25:40.534198
https://www.tripadvisor.com.sg/Profile/Math4life,Math4life,"
Singapore, Singapore",,12,7,2020-01-29 17:25:40.885289
https://www.tripadvisor.com.sg/Profile/Baldeep1989,Baldeep1989,"
Navi Mumbai, India",,88,27,2020-01-29 17:25:41.236342
https://www.tripadvisor.com.sg/Profile/Bharat B,Bharat B,"
Rajkot, India",,136,48,2020-01-29 17:25:41.584129
https://www.tripadvisor.com.sg/Profile/KamikazieF,KamikazieF,,,3,,2020-01-29 17:25:41.848798
https://www.tripadvisor.com.sg/Profile/dhebora87,dhebora87,,,1,,2020-01-29 17:25:42.126504
https://www.tripadvisor.com.sg/Profile/isaacskarl,isaacskarl,"
Singapore, Singapore",,1,,2020-01-29 17:25:42.494182
https://www.tripadvisor.com.sg/Profile/123elendil,123elendil,,,16,1,2020-01-29 17:25:42.852550
https://www.tripadvisor.com.sg/Profile/srikanthav94,srikanthav94,"
Pattambi, India",,22,5,2020-01-29 17:25:48.738398
https://www.tripadvisor.com.sg/Profile/319nishants,319nishants,,,39,4,2020-01-29 17:25:49.100253
https://www.tripadvisor.com.sg/Profile/LamN_12,LamN_12,"
Singapore, Singapore",,1805,1694,2020-01-29 17:25:49.485714
https://www.tripadvisor.com.sg/Profile/globedecker,globedecker,"
Summit, New Jersey",,157,132,2020-01-29 17:25:49.864459
https://www.tripadvisor.com.sg/Profile/amitmodi1,amitmodi1,"
Mumbai, India",,2,,2020-01-29 17:25:50.133853
https://www.tripadvisor.com.sg/Profile/BPE_Sydney,BPE_Sydney,"
Sydney, Australia",,24,16,2020-01-29 17:25:50.511386
https://www.tripadvisor.com.sg/Profile/Blouncy_adelaide,Blouncy_adelaide,"
Adelaide, Australia",,14,9,2020-01-29 17:25:50.924288
https://www.tripadvisor.com.sg/Profile/MithunNair,MithunNair,"
Mumbai, India",,137,47,2020-01-29 17:25:51.252773
https://www.tripadvisor.com.sg/Profile/Caroline F,Caroline F,"
Geneva, Switzerland",,136,41,2020-01-29 17:25:51.617372
https://www.tripadvisor.com.sg/Profile/ketansinh,ketansinh,"
Mumbai, India",,27,13,2020-01-29 17:25:51.978400
https://www.tripadvisor.com.sg/Profile/kyjowill,kyjowill,"
Adelaide, Australia",,125,12,2020-01-29 17:25:57.997472
https://www.tripadvisor.com.sg/Profile/drnagdev,drnagdev,"
Singapore, Singapore",,9,1,2020-01-29 17:25:58.339979
https://www.tripadvisor.com.sg/Profile/mp_jcda,mp_jcda,,,1,,2020-01-29 17:25:58.649849
https://www.tripadvisor.com.sg/Profile/neelbhatia,neelbhatia,,,1,,2020-01-29 17:25:58.990307
https://www.tripadvisor.com.sg/Profile/NorthStar366492,NorthStar366492,"
Singapore, Singapore",,4,1,2020-01-29 17:25:59.283968
https://www.tripadvisor.com.sg/Profile/Sian W,Sian W,"
Muscat, Masqat, Oman",,15,12,2020-01-29 17:25:59.598756
https://www.tripadvisor.com.sg/Profile/ultimaterr,ultimaterr,"
Chennai (Madras), India",,5,4,2020-01-29 17:25:59.976166
https://www.tripadvisor.com.sg/Profile/travelnutsgoa,travelnutsgoa,"
Panjim, India",,6,1,2020-01-29 17:26:00.324206
https://www.tripadvisor.com.sg/Profile/Parolekar,Parolekar,"
Goma, Democratic Republic of the Congo",,14,4,2020-01-29 17:26:00.628835
https://www.tripadvisor.com.sg/Profile/mcjools,mcjools,"
Muscat, Oman",,86,81,2020-01-29 17:26:01.009474
https://www.tripadvisor.com.sg/Profile/Travel_inspired_view,Travel_inspired_view,"
Mumbai, India",,15,5,2020-01-29 17:26:06.814809
https://www.tripadvisor.com.sg/Profile/ekta1,ekta1,"
Kolkata (Calcutta), India",,43,20,2020-01-29 17:26:07.183432
